 ,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
J-111,0.0846052,0.186456,0.298326,0.403056,0.50178,0.6146,0.732721,0.872811,1.00405,1.11642,2.24978,2.24969,2.14965,1.8506,1.71178,1.71166,1.91517,2.38562,2.89994,3.32245,3.41681,3.25846,2.23407,3.61814,2.04401
J-112,0.563382,0.648674,0.745076,0.837284,0.925872,1.02916,1.13894,1.27377,1.3919,1.48417,2.18836,2.18826,2.08976,1.80013,1.67408,1.67397,1.86181,2.32315,2.8445,3.31737,3.39872,3.22044,2.14135,3.57842,1.84215
J-113,1.12212,1.12656,1.12697,1.13117,1.12944,1.12464,1.11548,1.09197,1.0725,1.06501,1.05541,1.0545,1.05511,1.05806,1.0588,1.0582,1.0555,1.04823,1.03649,1.02205,3.38705,1.02372,1.10705,1.14629,1.16013
J-114,1.12338,1.12779,1.12818,1.1324,1.13068,1.12591,1.11678,1.09332,1.07388,1.0664,1.05683,1.05591,1.05651,1.05946,1.06019,1.05958,1.05688,1.04961,1.03789,1.02346,3.39254,1.02502,1.10843,1.14765,1.16149
J-115,1.14212,1.1466,1.14712,1.15119,1.14939,1.14449,1.13518,1.11142,1.09177,1.0842,1.07517,1.07421,1.07477,1.07767,1.07836,1.07771,1.07495,1.06761,1.05582,1.04131,3.60881,1.04124,1.12485,1.16426,1.17814
J-116,1.13183,1.13634,1.13696,1.14102,1.1391,1.13399,1.12431,1.09966,1.07927,1.07139,1.06119,1.06019,1.06079,1.06386,1.06458,1.06391,1.06101,1.05329,1.04089,1.02564,3.52825,1.02399,1.1114,1.1525,1.1669
J-117,0.07357,0.17615,0.287683,0.394242,0.496754,0.614828,0.741559,0.897198,1.04412,1.16856,2.34233,2.34224,2.23982,1.93528,1.79471,1.79459,2.00075,2.48199,3.01146,0.000116611,5.52E-05,0.000540992,2.33487,3.69154,1.63445
J-118,0.0726853,0.175625,0.28723,0.39377,0.496107,0.613863,0.740356,0.897036,1.0465,1.17258,2.33924,2.33914,2.23653,1.93125,1.78996,1.78985,1.99689,2.47918,3.01211,7.38E-05,4.33E-05,0.000180348,2.33592,3.69219,1.5686
J-119,1.13031,1.1347,1.1351,1.1393,1.1376,1.13284,1.12374,1.10036,1.08098,1.07353,1.0641,1.06319,1.06377,1.06669,1.06741,1.06679,1.0641,1.05687,1.04519,1.03083,3.39954,1.0322,1.11533,1.15443,1.16822
J-12,0.0977363,0.107173,0.139975,0.208643,0.264061,0.313461,0.361741,0.418665,0.468415,0.505942,0.540055,0.570588,0.599327,0.625788,0.653218,0.681016,0.70973,0.741061,0.774724,3.64366,4.10222,1.51571,1.41329,1.36547,1.37064
J-120,0.0310775,0.146337,0.263733,0.369713,0.463887,0.568984,0.680164,0.839443,0.989814,1.12418,0.000119902,0.000128355,0.000257478,2.02632,1.70454,1.7044,1.91843,7.60E-05,2.15E-05,1.06E-05,9.21E-06,1.17E-05,2.32196,3.67156,0.611828
J-121,0.0331185,0.147793,0.264359,0.370262,0.465215,0.570468,0.680763,0.840055,0.987142,1.11953,2.87948,2.27056,2.55302,1.86283,1.70794,1.70791,1.92031,0.000213059,2.57E-05,1.15E-05,9.91E-06,1.92E-05,2.31686,3.66869,0.73491
J-122,0.100434,0.202758,0.315054,0.420103,0.518908,0.632248,0.750929,0.895661,1.03189,1.14734,2.24543,2.24534,2.14621,1.84952,1.71314,1.71303,1.91346,2.37938,2.90034,3.34836,3.42783,3.26493,2.26344,3.649,1.89204
J-123,0.0763726,0.182727,0.296776,0.401942,0.498963,0.608051,0.724032,0.874504,1.01393,1.13047,2.24771,2.24761,2.1478,1.85025,1.71367,1.71354,1.91429,2.38344,2.90734,3.35513,3.43458,3.27155,2.2624,3.64169,1.88057
J-124,0.108391,0.222049,0.33831,0.444207,0.539639,0.644866,0.754011,0.934033,1.10159,1.23553,2.37655,2.37646,2.27326,1.96582,1.82218,1.82206,2.03202,2.51763,3.12774,3.52E-05,1.76E-05,5.88E-05,2.38348,3.73591,1.39123
J-125,0.109407,0.223119,0.33909,0.44489,0.540438,0.645881,0.753827,0.935844,1.10536,1.24268,2.36869,2.36859,2.26504,1.95592,1.80998,1.80987,2.02256,2.51163,0.000131976,1.54E-05,1.26E-05,2.66E-05,2.3911,3.7398,1.12983
J-126,0.0586537,0.18081,0.301406,0.40728,0.497444,0.592431,0.695741,0.865954,1.02009,1.15182,2.29269,2.2926,2.18979,1.8824,1.73755,1.73743,1.94871,2.43333,0.000289907,1.75E-05,1.40E-05,3.09E-05,2.31971,3.69067,1.17907
J-127,0.0333139,0.149431,0.267167,0.373124,0.466822,0.570836,0.681439,0.844157,0.995861,1.1306,0.000119865,0.000119761,0.000248754,2.02857,1.70639,1.70625,1.92044,7.60E-05,2.15E-05,1.06E-05,0,1.17E-05,2.32264,3.67369,0.614573
J-128,0.108166,0.221865,0.338038,0.443896,0.539363,0.644636,0.753269,0.933864,1.10198,1.23697,2.37391,2.37381,2.27046,1.96237,1.81795,1.81784,2.02873,2.51529,0.00145228,3.00E-05,1.55E-05,4.22E-05,2.38564,3.73681,1.30903
J-129,0.109401,0.223062,0.339108,0.444952,0.540476,0.645873,0.754195,0.935613,1.10449,1.24062,2.3717,2.37162,2.26816,1.95957,1.81441,1.8143,2.02607,2.51344,0.000273573,1.74E-05,1.39E-05,4.09E-05,2.38922,3.73888,1.22288
J-13,0.177799,0.170284,0.13019,0.181735,0.212283,0.248519,0.291167,0.347797,0.394907,0.42911,0.460434,0.48813,0.514358,0.53838,0.564039,0.590532,0.618495,0.649764,0.683689,9.14407,9.70739,1.84512,1.67257,1.5541,1.52555
J-130,0.0739186,0.176237,0.288531,0.393462,0.491939,0.60564,0.725588,0.869593,1.00548,1.1232,2.22995,2.22986,2.12863,1.82662,1.68759,1.68747,1.89165,2.36752,2.88803,0.00043838,9.01E-05,3.84636,2.24991,3.62741,1.64649
J-131,0.0966183,0.198075,0.310099,0.415252,0.514524,0.62966,0.751683,0.899583,1.03785,1.15597,2.24507,2.24498,2.14403,1.84246,1.70341,1.70329,1.90745,2.38213,2.89834,0.000414427,8.93E-05,3.66133,2.25521,3.65053,1.67235
J-132,0.105577,0.219431,0.335653,0.441525,0.536915,0.641986,0.750322,0.9306,1.09865,1.2337,2.37206,2.37196,2.2686,1.96052,1.81609,1.81598,2.02688,2.51345,0.00145559,2.00E-05,2.33E-05,4.22E-05,2.38392,3.73457,1.30668
J-133,0.0784211,0.180083,0.292021,0.396832,0.495645,0.609152,0.728469,0.87083,1.0039,1.11803,2.23836,2.23828,2.13801,1.83942,1.70326,1.70315,1.9036,2.37466,2.89103,3.32188,3.41098,3.25154,2.23572,3.61841,1.90923
J-134,0.106933,0.206425,0.317168,0.422053,0.522492,0.6382,0.760811,0.90997,1.04663,1.15973,2.28827,2.28818,2.18857,1.89242,1.75834,1.75823,1.95599,2.42379,2.9383,3.36247,3.4578,3.29845,2.2563,3.64012,2.14468
J-135,0.030741,0.141646,0.257918,0.363565,0.458621,0.566906,0.68123,0.816676,0.959888,1.09205,0.00012402,0.000133431,0.000321736,1.92433,1.66962,1.66949,1.88089,8.08E-05,1.10E-05,0,0,2.36E-05,2.30016,3.65646,0.606813
J-136,0.0374163,0.151016,0.266749,0.372483,0.468055,0.574395,0.688173,0.83777,0.986006,1.12258,3.44E-05,3.44E-05,4.13E-05,9.65E-05,0.00014403,0.000143903,8.86E-05,2.71E-05,1.64E-05,9.21E-06,0,1.00E-05,2.30645,3.66821,0.337579
J-137,0.0766297,0.178539,0.290626,0.395497,0.49417,0.607777,0.727355,0.870372,1.00448,1.11995,2.23503,2.23495,2.1343,1.83434,1.6971,1.69698,1.89886,2.37185,2.88983,3.31554,3.55543,3.26016,2.24116,3.62206,1.81202
J-138,1.13689,1.14131,1.14182,1.14585,1.14407,1.13923,1.13005,1.10657,1.08717,1.0797,1.07097,1.07004,1.07059,1.07345,1.07414,1.07349,1.07079,1.06358,1.05197,1.03769,3.6078,1.03794,1.12019,1.15899,1.17268
J-139,1.13462,1.13905,1.1395,1.14363,1.14189,1.13709,1.12792,1.10443,1.08498,1.07749,1.06848,1.06756,1.06812,1.07104,1.07173,1.07112,1.0684,1.06115,1.04946,1.03509,3.54127,1.03611,1.11907,1.15814,1.17193
J-14,0.182597,0.172746,0.126934,0.184491,0.2161,0.25246,0.295087,0.351247,0.397775,0.431684,0.462865,0.490498,0.516702,0.540786,0.566452,0.592945,0.620802,0.651805,0.685287,9.23617,9.81038,1.84095,1.66752,1.55099,1.52201
J-140,0.0348095,0.139591,0.254208,0.360187,0.458396,0.572541,0.692673,0.836345,0.973768,1.09597,2.22669,2.2266,2.12432,1.82114,1.68025,1.68013,1.88626,2.36649,2.9438,3.69E-05,2.08E-05,7.87E-05,2.27322,3.64138,1.37964
J-141,0.0168243,0.125114,0.242624,0.348752,0.443957,0.55582,0.674811,0.815912,0.956331,1.08649,2.34824,2.21777,2.16616,1.82257,1.66243,1.6624,1.873,0.000225192,2.60E-05,1.16E-05,9.97E-06,1.93E-05,2.29392,3.65491,0.71862
J-142,0.0874178,0.1896,0.30165,0.406526,0.505208,0.618352,0.736977,0.878194,1.01216,1.1273,2.24501,2.24492,2.14456,1.84447,1.7046,1.70448,1.9093,2.38121,2.89664,3.33762,3.41658,3.25582,2.2513,3.63129,1.87511
J-143,0.0803926,0.1827,0.294797,0.399785,0.498632,0.611993,0.73081,0.872408,1.00769,1.12398,2.24317,2.24309,2.1427,1.84269,1.70308,1.70296,1.90747,2.3794,2.89525,3.31883,3.52966,3.26205,2.25213,3.63029,1.82318
J-144,0.0534641,0.157035,0.269484,0.375238,0.47487,0.589953,0.711574,0.860337,1.00335,1.12997,2.22834,2.22826,2.12592,1.81882,1.67368,1.67357,1.88516,2.36833,7.79E-05,1.57E-05,1.29E-05,2.72E-05,2.28546,3.65145,1.04897
J-145,1.13825,1.14271,1.14322,1.14731,1.14552,1.14063,1.13135,1.10765,1.08805,1.0805,1.07146,1.07052,1.07107,1.07398,1.07467,1.07402,1.07128,1.06396,1.05219,1.03771,3.44896,1.03776,1.12125,1.16061,1.17449
J-146,1.13195,1.1364,1.1369,1.14098,1.13921,1.13434,1.12509,1.10147,1.08192,1.07441,1.06537,1.06442,1.06499,1.0679,1.06858,1.06795,1.06522,1.05793,1.04619,1.03175,3.44585,1.03199,1.1152,1.15445,1.16828
J-147,0.0698372,0.187532,0.306008,0.411811,0.504358,0.604956,0.705337,0.848245,1.00281,1.13335,2.29225,2.29216,2.19015,1.88555,1.74242,1.74231,1.95124,2.43162,0.00190134,2.02E-05,1.57E-05,4.28E-05,2.33087,3.69383,1.27228
J-148,0.0702917,0.191131,0.310721,0.41646,0.507508,0.604213,0.698965,0.867864,1.02254,1.15647,2.28774,2.28765,2.18449,1.87614,1.73002,1.72992,1.94267,2.44359,7.24E-05,1.39E-05,1.16E-05,2.36E-05,2.33478,3.70099,0.995954
J-149,0.0296884,0.134436,0.249865,0.356686,0.455869,0.572746,0.697454,0.847199,0.987733,1.10854,2.31002,2.30994,2.20851,1.90795,1.77033,1.77021,1.97251,2.44814,2.97078,3.40347,3.94851,3.3374,2.29823,3.66071,1.83052
J-15,0.116748,0.118936,0.148526,0.216417,0.27244,0.322182,0.371168,0.431987,0.484107,0.52175,0.555507,0.585187,0.612905,0.63802,0.664503,0.691624,0.720076,0.751904,0.786625,4.044,4.49451,1.5749,1.45165,1.38958,1.3889
J-150,0.0803697,0.183642,0.297987,0.404887,0.505454,0.623604,0.749874,0.903004,1.04479,1.16396,2.3529,2.3528,2.25208,1.95373,1.81781,1.81769,2.01777,2.48997,3.00843,3.43866,3.53145,3.37123,2.32852,3.70028,2.02133
J-151,0.073722,0.176056,0.288372,0.393319,0.49181,0.605543,0.725519,0.86957,1.00551,1.12326,2.23025,2.23016,2.12892,1.82686,1.68781,1.68769,1.89191,2.36784,2.88844,0.000429461,9.01E-05,3.86605,2.25023,3.62788,1.64689
J-152,0.141886,0.253442,0.368238,0.472176,0.565164,0.668848,0.776222,0.903477,1.03699,1.16295,2.32241,2.32232,2.22231,1.92275,1.78046,1.78034,1.98746,2.4617,8.93E-05,1.50E-05,1.24E-05,2.57E-05,2.37854,3.70698,1.0548
J-153,0.0841975,0.201738,0.320137,0.425856,0.518374,0.618845,0.718793,0.858921,1.01073,1.13987,2.31173,2.31164,2.20981,1.90605,1.76384,1.76372,1.97152,2.45078,3.02101,2.99E-05,2.68E-05,6.02E-05,2.34534,3.70564,1.36813
J-154,0.0886999,0.20491,0.322453,0.428315,0.522122,0.624352,0.728798,0.903976,1.06702,1.20049,2.34174,2.34165,2.23846,1.9308,1.78657,1.78644,1.9971,2.48288,0.00155849,2.01E-05,1.56E-05,4.84E-05,2.35964,3.71758,1.2914
J-155,0.0968464,0.218441,0.338578,0.444416,0.534992,0.63074,0.732794,0.906054,1.06234,1.19588,2.30055,2.30046,2.19778,1.88983,1.74369,1.74358,1.95633,2.45543,7.24E-05,1.39E-05,1.16E-05,2.36E-05,2.34365,3.72208,1.02079
J-156,1.13219,1.13659,1.13699,1.14118,1.13948,1.13471,1.12562,1.10223,1.08285,1.07539,1.06626,1.06533,1.06591,1.06882,1.06953,1.06891,1.06621,1.05896,1.04728,1.03291,3.4008,1.03429,1.11743,1.15655,1.17034
J-157,1.65799,1.70661,1.76599,1.82621,1.88649,1.95728,2.03191,2.12268,2.18379,2.21447,2.03672,2.03663,1.94489,1.68276,1.57201,1.57192,1.73765,2.16453,2.6858,3.1678,3.28043,3.09012,1.81507,3.34742,1.84036
J-158,1.72793,1.77701,1.8371,1.89807,1.95908,2.03063,2.10582,2.19672,2.25707,2.28654,2.08669,2.0866,1.99237,1.72297,1.60894,1.60884,1.77943,2.21798,2.7537,3.24826,3.36551,3.16965,1.85087,3.4261,1.97774
J-159,0.0487203,0.154383,0.268079,0.37369,0.471752,0.584551,0.704236,0.850847,0.992084,1.11651,2.23286,2.23276,2.13071,1.82512,1.681,1.68088,1.89115,2.37157,0.00167504,3.09E-05,2.39E-05,4.36E-05,2.27504,3.64417,1.22638
J-16,0.121391,0.123346,0.150637,0.218912,0.274762,0.324601,0.374222,0.437353,0.491211,0.529351,0.563255,0.592871,0.620386,0.645093,0.671385,0.69846,0.727112,0.759614,0.795456,4.31357,4.80626,1.58378,1.45642,1.39306,1.39212
J-160,1.73683,1.7946,1.85359,1.90598,1.95183,2.00156,2.04995,2.09628,2.14476,2.19073,2.35988,2.35984,2.33821,2.26827,2.23401,2.23397,2.28389,2.38728,2.46562,2.49003,2.49021,2.48853,2.45606,3.25989,2.55739
J-162,0.117365,0.230873,0.346918,0.45279,0.548401,0.653865,0.762816,0.944438,1.11332,1.24844,2.38003,2.37993,2.27662,1.96865,1.82426,1.82415,2.03499,2.52133,0.0014531,2.00E-05,1.55E-05,4.22E-05,2.392,3.74433,1.31739
J-163,0.0789887,0.181231,0.293314,0.398328,0.497312,0.610693,0.729432,0.870817,1.00576,1.12149,2.24522,2.24513,2.14495,1.84568,1.70683,1.70671,1.91026,2.38121,2.89641,3.33744,3.41645,3.25566,2.24956,3.62848,1.8726
J-164,0.087363,0.189875,0.302055,0.407032,0.505787,0.618793,0.737051,0.877585,1.01228,1.12799,2.25474,2.25466,2.15451,1.85539,1.71662,1.7165,1.91994,2.39067,2.90573,3.34671,3.42588,3.26506,2.25934,3.63652,1.88093
J-165,0.0580889,0.161504,0.274679,0.380069,0.478545,0.592244,0.71201,0.85514,0.992178,1.11133,2.23127,2.23118,2.12976,1.82691,1.68696,1.68684,1.89217,2.36907,2.89083,0.000131026,5.85E-05,0.000788435,2.25671,3.63328,1.58614
J-166,0.0617048,0.164799,0.277767,0.383083,0.481658,0.595375,0.715081,0.857672,0.994408,1.11276,2.23278,2.23269,2.13143,1.82919,1.68986,1.68975,1.89429,2.37038,2.89115,0.000426375,8.95E-05,3.37004,2.25388,3.63157,1.64799
J-167,0.0578681,0.161393,0.274586,0.379967,0.478341,0.592042,0.711905,0.855376,0.993022,1.11298,2.2292,2.22911,2.12752,1.82403,1.68344,1.68332,1.88946,2.36725,2.8914,7.93E-05,4.53E-05,0.000209723,2.25929,3.63453,1.52109
J-168,0.0591406,0.162829,0.275949,0.381275,0.479488,0.593347,0.713774,0.858808,0.998802,1.12154,2.22634,2.22625,2.12412,1.8185,1.67577,1.67565,1.88447,2.36511,2.92447,3.63E-05,2.70E-05,6.10E-05,2.26778,3.63901,1.30347
J-17,0.297324,0.300861,0.279301,0.328985,0.359944,0.394146,0.431541,0.473208,0.507275,0.537008,0.565945,0.594196,0.621972,0.649097,0.676051,0.70279,0.729427,0.75611,0.782235,7.87939,8.33514,1.91006,1.76675,1.66237,1.63779
J-170,0.0794083,0.180904,0.292692,0.397504,0.496466,0.609898,0.728994,0.870756,1.00291,1.11586,2.24177,2.24168,2.14179,1.84451,1.70938,1.70926,1.90837,2.37757,2.89245,3.31712,3.41129,3.25227,2.23065,3.61531,1.99795
J-171,0.131608,0.236292,0.349031,0.453377,0.549921,0.660374,0.776046,0.913077,1.05135,1.17288,2.29197,2.29189,2.19129,1.88991,1.74762,1.74751,1.95513,2.42843,2.95174,5.07E-05,3.22E-05,0.000138949,2.32714,3.68071,1.51643
J-172,0.107189,0.220805,0.337622,0.443653,0.538906,0.643496,0.755829,0.932763,1.09745,1.22633,2.39267,2.39257,2.29023,1.98668,1.84711,1.84699,2.05188,2.53218,3.06047,3.95905,0.000133872,3.45555,2.36916,3.7288,1.79462
J-173,0.0949031,0.209783,0.3265,0.432333,0.527071,0.630976,0.736687,0.913505,1.0794,1.21477,2.3514,2.3513,2.24793,1.93951,1.79444,1.79432,2.00598,2.49304,0.000282036,1.74E-05,1.39E-05,4.09E-05,2.37184,3.72495,1.20955
J-174,1.1319,1.13629,1.13686,1.14073,1.13894,1.13411,1.12498,1.10178,1.08264,1.07528,1.067,1.06607,1.0666,1.0694,1.07004,1.06939,1.06673,1.05965,1.04825,1.03423,3.66868,1.03368,1.11418,1.15226,1.16567
J-175,0.0373924,0.141593,0.255834,0.362033,0.460932,0.577121,0.699341,0.847024,0.991337,1.12153,2.23543,2.23533,2.1325,1.82452,1.67859,1.67853,1.89074,3.34751,4.01E-05,1.27E-05,1.07E-05,2.13E-05,2.29042,3.66205,0.844202
J-176,0.0565479,0.160095,0.273693,0.379292,0.477776,0.592058,0.712841,0.858468,0.996811,1.11719,2.23073,2.23064,2.12874,1.82449,1.6845,1.68438,1.88978,2.36919,2.89199,7.92E-05,4.53E-05,0.000203147,2.26614,3.64182,1.52707
J-177,0.110975,0.213468,0.325763,0.430818,0.52959,0.642873,0.761401,0.904637,1.04125,1.15752,2.26009,2.25999,2.16029,1.86206,1.72436,1.72424,1.92637,2.3951,2.91228,3.33881,3.57213,3.28301,2.28011,3.6625,1.85459
J-178,0.0268772,0.136164,0.252821,0.358815,0.454677,0.563901,0.678175,0.810545,0.947576,1.06949,2.23966,2.23957,2.13831,1.8365,1.69596,1.69584,1.90149,2.3777,2.9071,5.74E-05,3.10E-05,0.000120446,2.27661,3.64368,1.45653
J-179,0.027794,0.136526,0.253069,0.359089,0.455198,0.564993,0.680101,0.81437,0.951905,1.07311,2.24268,2.24259,2.14146,1.84023,1.70034,1.70022,1.90507,2.38047,2.90245,8.04E-05,4.56E-05,0.00022713,2.27508,3.6426,1.52545
J-18,0.029437,0.134549,0.24938,0.355643,0.453998,0.569354,0.690446,0.835333,0.977824,1.10784,2.23258,2.23249,2.12986,1.82238,1.67662,1.67655,1.88851,3.35846,4.81E-05,1.27E-05,1.07E-05,2.13E-05,2.2905,3.66066,0.840288
J-180,0.0145827,0.121442,0.23897,0.345652,0.44207,0.557361,0.680022,0.825449,0.96472,1.08865,2.27413,2.27405,2.17198,1.86823,1.72705,1.72694,1.93358,2.41339,2.95025,5.50E-05,3.01E-05,0.000113379,2.29405,3.65341,1.45356
J-181,0.0704446,0.17169,0.282868,0.389522,0.492717,0.613411,0.746147,0.914343,1.06877,1.19533,2.36976,2.36967,2.2671,1.96271,1.82257,1.82246,2.02811,2.50962,3.04006,0.000302308,7.46E-05,4.13565,2.35319,3.70008,1.69701
J-182,1.12999,1.13437,1.13476,1.13898,1.13728,1.13254,1.12347,1.10014,1.0808,1.07336,1.06392,1.063,1.0636,1.06651,1.06722,1.06661,1.06392,1.05669,1.04504,1.03069,3.40227,1.03211,1.1152,1.15425,1.16804
J-183,1.13106,1.13546,1.13585,1.14005,1.13835,1.1336,1.12451,1.10115,1.0818,1.07435,1.06521,1.0643,1.06487,1.06778,1.06849,1.06787,1.06518,1.05794,1.04628,1.03191,3.47359,1.03342,1.11649,1.15553,1.1693
J-184,1.12161,1.12605,1.12647,1.13066,1.12893,1.12412,1.11492,1.09135,1.07184,1.06433,1.05495,1.05404,1.05465,1.0576,1.05832,1.05772,1.055,1.04769,1.03591,1.0214,3.24977,1.02279,1.10646,1.14588,1.15977
J-185,1.13023,1.13466,1.1351,1.13926,1.13751,1.1327,1.12352,1.09999,1.08052,1.07302,1.0639,1.06297,1.06355,1.06647,1.06717,1.06655,1.06383,1.05655,1.04483,1.03041,3.45956,1.0314,1.11461,1.15381,1.16763
J-186,0.0714228,0.17449,0.286096,0.392612,0.494878,0.612564,0.739089,0.896177,1.04635,1.17319,2.33617,2.33608,2.23334,1.92747,1.78554,1.78541,1.99327,2.47635,3.01967,4.50E-05,2.38E-05,0.000110472,2.33732,3.69246,1.49849
J-187,1.12621,1.13063,1.13104,1.13522,1.13351,1.12873,1.1196,1.09617,1.07677,1.06931,1.06013,1.05921,1.0598,1.06273,1.06345,1.06284,1.06013,1.05288,1.04119,1.0268,3.39204,1.02831,1.11143,1.15055,1.16433
J-188,0.0967974,0.19824,0.310256,0.41542,0.514709,0.629887,0.751959,0.899973,1.03834,1.15649,2.24503,2.24495,2.14403,1.84252,1.70346,1.70335,1.90749,2.38205,2.89793,0.000414241,8.24E-05,3.66231,2.2555,3.651,1.67275
J-189,1.12774,1.13214,1.13255,1.13673,1.13502,1.13025,1.12113,1.09772,1.07834,1.07089,1.06172,1.0608,1.06139,1.06432,1.06502,1.06442,1.06171,1.05447,1.04279,1.02841,3.3941,1.02991,1.11297,1.15206,1.16586
J-19,0.0799103,0.0991412,0.140386,0.207887,0.262918,0.312915,0.362176,0.420517,0.471938,0.510825,0.546023,0.577614,0.607318,0.634636,0.66287,0.691413,0.720847,0.752884,0.787283,2.99422,3.40851,1.47679,1.39059,1.3531,1.36266
J-190,0.119635,0.232674,0.348995,0.453877,0.547118,0.652025,0.762064,0.89048,1.03053,1.16646,2.67E-05,2.67E-05,4.08E-05,5.45E-05,6.58E-05,6.58E-05,4.96E-05,2.95E-05,7.45E-06,0,0,9.42E-06,2.39865,3.7362,0.272351
J-191,1.28279,1.34341,1.4154,1.48689,1.55759,1.6409,1.72959,1.83964,1.92332,1.97591,2.09808,2.098,2.00421,1.73358,1.61817,1.61808,1.79058,2.22793,2.7478,3.21569,3.32346,3.14099,1.93336,3.43762,1.89087
J-192,1.60981,1.65938,1.71962,1.78057,1.84147,1.91298,1.98854,2.08073,2.14395,2.17697,2.03393,2.03384,1.9425,1.68148,1.57121,1.57112,1.73613,2.1611,2.67901,3.16187,3.26844,3.07982,1.8156,3.33535,1.76318
J-193,0.124524,0.226424,0.338348,0.443204,0.541978,0.655413,0.774519,0.916803,1.05141,1.16664,2.26122,2.26113,2.1609,1.86085,1.72055,1.72043,1.92572,2.39714,2.91035,3.32949,3.54036,3.27361,2.27548,3.6626,1.85882
J-194,1.1401,1.14456,1.14507,1.14913,1.14733,1.14246,1.13319,1.10954,1.08998,1.08245,1.07352,1.07258,1.07313,1.07602,1.0767,1.07605,1.07332,1.06603,1.0543,1.03988,3.60811,1.03989,1.12298,1.16217,1.17598
J-195,6.46445,6.39176,6.41628,6.52488,6.73011,7.04249,7.47593,8.28969,8.84764,9.01311,6.99178,6.99159,6.91525,6.66493,6.5391,6.53889,6.72097,7.08703,7.34138,5.04E-05,3.81E-05,0.000131898,7.01772,9.12426,7.42099
J-196,1.51316,1.52886,1.59585,1.70273,1.85848,2.08075,2.3776,2.90324,3.30666,3.49961,4.09432,4.09422,3.98447,3.65892,3.50884,3.50871,3.72875,4.24425,4.81324,-3.19E-05,-2.18E-05,-5.50E-05,3.82261,5.03901,2.82949
