 ,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
J-1007,0.187933,0.15414,0.16633,0.253793,0.261589,0.280115,0.352776,0.376705,0.380367,0.353128,0.147278,0.38822,-0.0905646,1.27266,-0.605403,1.6134,-0.841003,1.7109,-0.836762,1.67864,-0.771237,1.76502,-0.414612,1.38863,-0.391817
J-1008,0.089972,0.0824099,0.0704622,0.135204,0.149315,0.170029,0.235859,0.297727,0.30375,0.286776,0.0393895,0.348542,-0.24871,1.31484,-0.7815,1.63947,-1.01292,1.72461,-0.975867,1.68654,-0.876665,1.73559,-0.705628,1.53199,-0.62911
J-1009,0.627901,0.57627,0.346557,0.0060818,0.0511669,0.0993427,0.0543496,0.0596662,0.150673,0.189174,0.182359,0.203126,0.194948,0.268311,0.339246,0.282898,0.343236,0.353208,0.389776,0.426683,0.442302,0.444493,0.378253,0.437623,0.459487
J-101,0.362298,0.315907,-0.180354,-0.0441782,0.0208378,0.0800072,0.0204163,0.113434,0.203662,0.247388,0.263242,0.264177,0.240296,0.337422,0.376876,0.373997,0.406191,0.429012,0.439026,0.489333,0.477583,0.505118,0.458122,0.488677,0.443497
J-1010,0.0452736,0.0893504,0.132198,0.174397,0.217793,0.261501,0.305899,0.353866,0.395986,0.433072,0.467782,0.5002,0.530733,0.558695,0.588322,0.616588,0.642678,0.671219,0.699457,0.732589,0.762859,0.790508,0.795938,0.80614,0.807134
J-1011,0.156743,0.12843,0.126341,0.208219,0.218848,0.237611,0.313609,0.346048,0.348178,0.32394,0.0927375,0.365004,-0.175671,1.33278,-0.748585,1.70007,-0.999808,1.80458,-0.993393,1.76796,-0.912137,1.84593,-0.556706,1.46539,-0.518021
J-1012,0.251727,0.222557,0.208295,0.295575,0.290221,0.309892,0.338799,0.348009,0.380632,0.355334,0.226364,0.413842,0.120478,0.885368,-0.0955364,1.02787,-0.204756,1.09998,-0.158723,1.12511,-0.0985328,1.20133,0.0329083,1.01484,0.0469115
J-1013,0.30445,0.274125,0.259827,0.348632,0.344209,0.365147,0.395335,0.409477,0.445081,0.420546,0.292668,0.479947,0.188804,0.943335,-0.0234363,1.08234,-0.130153,1.15489,-0.0817928,1.18314,-0.0199331,1.25765,0.0998165,1.06294,0.109511
J-1014,0.175183,0.105639,0.0796207,0.140691,0.156355,0.183614,0.299895,0.313724,0.310947,0.222254,0.263243,0.221032,0.337181,0.209106,0.449571,0.224938,0.495172,0.2435,0.543025,0.237454,0.618416,0.268952,0.639819,0.229173,0.833293
J-1015,0.209458,0.139886,0.113632,0.174766,0.190625,0.218257,0.338317,0.348896,0.346483,0.25786,0.298862,0.254719,0.371223,0.240461,0.488541,0.255832,0.534796,0.273976,0.583516,0.266671,0.660814,0.297546,0.680753,0.255052,0.879336
J-1016,0.0677429,0.112175,0.154941,0.197047,0.240446,0.284062,0.328354,0.376412,0.419282,0.456953,0.491951,0.524662,0.555624,0.583834,0.613894,0.642283,0.669443,0.698501,0.728263,0.761955,0.793211,0.821106,0.826012,0.836112,0.838051
J-1017,52.1837,51.0552,50.6005,51.9196,52.739,54.1393,56.1113,60.054,62.5909,63.3335,63.6523,63.6683,63.2818,63.2003,62.5527,63.1744,62.6283,64.1801,64.3985,66.492,65.8969,66.1795,59.0552,55.4683,53.1928
J-1018,0.224801,0.181215,0.199979,0.26853,0.276722,0.298703,0.377078,0.40959,0.421635,0.396556,0.198523,0.433716,-0.0373084,1.30374,-0.543481,1.63811,-0.774461,1.73864,-0.757759,1.71193,-0.683117,1.8011,-0.368837,1.40339,-0.364956
J-1019,0.185503,0.151943,0.155304,0.246874,0.254688,0.273144,0.337318,0.36872,0.372863,0.3451,0.149723,0.389043,-0.0642659,1.17808,-0.492047,1.45667,-0.688633,1.54451,-0.67486,1.51361,-0.608364,1.59283,-0.305831,1.27857,-0.284207
J-102,0.294097,0.252941,0.214852,0.308885,0.310563,0.3318,0.417818,0.463231,0.493851,0.452411,0.37905,0.470375,0.283242,0.960536,0.0478269,1.17139,-0.110156,1.22307,-0.0592565,1.23021,-0.0278099,1.38302,0.103748,0.993582,0.0926902
J-1020,0.320365,0.282541,0.25529,0.318364,0.316882,0.333484,0.381889,0.377164,0.423282,0.400464,0.263321,0.441498,0.116741,1.0446,-0.196899,1.2589,-0.354858,1.34255,-0.306399,1.36346,-0.240004,1.46175,-0.07255,1.17206,-0.0849809
J-1021,0.185976,0.152294,0.155733,0.24755,0.255493,0.273779,0.337477,0.369062,0.373219,0.345285,0.151426,0.3895,-0.0597018,1.16917,-0.479884,1.44299,-0.673356,1.53,-0.659126,1.49898,-0.593017,1.57806,-0.29451,1.27005,-0.273962
J-1022,0.225137,0.186751,0.166383,0.231134,0.235534,0.250883,0.322718,0.32621,0.366207,0.33802,0.202325,0.364781,0.0371686,1.04668,-0.341024,1.32366,-0.537563,1.40524,-0.490138,1.40697,-0.42746,1.53088,-0.22082,1.18697,-0.274933
J-1023,0.220649,0.183982,0.162388,0.223797,0.228662,0.243885,0.315141,0.321581,0.360315,0.332094,0.19665,0.360341,0.0350162,1.03082,-0.332947,1.29871,-0.523977,1.37922,-0.47686,1.38199,-0.413611,1.50333,-0.211948,1.16775,-0.265716
J-1024,0.419013,0.372603,0.349896,0.366402,0.361875,0.379436,0.413729,0.419145,0.461529,0.437334,0.305037,0.487425,0.179402,1.01856,-0.07811,1.19106,-0.208609,1.26982,-0.163252,1.29455,-0.101367,1.37941,0.0435325,1.13986,0.0468893
J-1025,0.3907,0.34457,0.32145,0.336338,0.331594,0.348978,0.386933,0.387893,0.430346,0.40658,0.271556,0.452476,0.134935,1.01961,-0.148351,1.21147,-0.291991,1.29375,-0.247692,1.31794,-0.185015,1.40848,-0.0250074,1.14804,-0.0271556
J-1026,0.49269,0.439134,0.390059,0.38283,0.376153,0.380458,0.415723,0.439444,0.493577,0.46898,0.339088,0.518142,0.213514,1.05192,-0.0478132,1.22761,-0.180476,1.30595,-0.132524,1.33181,-0.0697901,1.4192,0.0633043,1.13285,0.05552
J-1027,0.230549,0.215137,0.190661,0.244917,0.267688,0.301788,0.381262,0.515914,0.55539,0.54797,0.335292,0.602569,0.0998879,1.4071,-0.32375,1.65945,-0.509128,1.74288,-0.441966,1.75633,-0.333202,1.79998,-0.320744,1.52098,-0.280658
J-1028,0.256794,0.240141,0.214915,0.270664,0.293285,0.327274,0.411669,0.541345,0.581939,0.575594,0.354339,0.620802,0.0913822,1.52801,-0.418216,1.83524,-0.639252,1.92566,-0.57195,1.93406,-0.457498,1.98275,-0.435588,1.67538,-0.377037
J-1029,0.456172,0.378166,0.0335317,0.146255,0.199798,0.230465,0.19907,0.266941,0.36005,0.394708,0.370563,0.407559,0.355213,0.495049,0.568432,0.472547,0.538153,0.554755,0.592337,0.637988,0.653716,0.654607,0.562545,0.556911,0.586603
J-103,0.210076,0.175256,0.155501,0.224578,0.228722,0.24349,0.322887,0.316347,0.353667,0.327338,0.18535,0.345083,-0.00183,1.09692,-0.445536,1.43526,-0.679063,1.52607,-0.63806,1.52633,-0.578659,1.66486,-0.335475,1.27908,-0.395717
J-1030,0.463464,0.385291,0.0456525,0.157204,0.210066,0.240167,0.210986,0.278603,0.371225,0.405272,0.379291,0.417797,0.357136,0.509707,0.582098,0.481182,0.547477,0.564348,0.601878,0.647555,0.663203,0.664155,0.572008,0.56582,0.595059
J-1031,18.8593,18.5649,18.5603,19.0835,19.2506,19.497,19.823,20.4629,20.8929,20.9377,20.866,20.9687,20.6641,21.2759,20.2886,21.3811,20.1647,21.5663,20.4482,21.9049,20.6497,21.7908,19.5165,19.9528,18.8994
J-1032,0.569251,0.536934,0.524695,0.623479,0.620865,0.643695,0.677284,0.692586,0.729156,0.704209,0.575085,0.760453,0.464584,1.23837,0.240695,1.3844,0.128106,1.45813,0.175879,1.48544,0.236455,1.55942,0.356793,1.35156,0.364624
J-1033,0.36263,0.314427,0.231957,0.356369,0.354921,0.354318,0.404189,0.373778,0.40801,0.38652,0.239156,0.423515,0.0621369,1.1191,-0.325778,1.3831,-0.509835,1.46751,-0.450868,1.4657,-0.366487,1.5696,-0.206855,1.28349,-0.151882
J-1034,0.223066,0.207691,-0.720017,-0.391795,-0.271856,-0.177337,-0.293656,-0.107871,0.0142056,0.0956578,0.308467,0.444529,-0.595203,1.11657,-1.03857,1.74346,-1.51053,2.1147,-1.47743,2.11431,-1.35005,2.18477,-1.28379,1.79784,-1.13533
J-1035,0.255635,0.217607,0.193315,0.253923,0.254671,0.269618,0.316599,0.322768,0.367391,0.340933,0.209367,0.386038,0.079245,0.94302,-0.197277,1.13214,-0.33781,1.20667,-0.289653,1.22131,-0.227621,1.31565,-0.0743255,1.05957,-0.0874949
J-1036,0.474456,0.422677,0.414046,0.524853,0.537272,0.564953,0.643094,0.717248,0.74901,0.730273,0.551546,0.778851,0.349277,1.50916,-0.0515342,1.76323,-0.231109,1.85902,-0.180568,1.86746,-0.090106,1.94195,0.0800933,1.53091,0.042395
J-1037,0.394732,0.332112,0.31988,0.414984,0.433063,0.474382,0.557617,0.673848,0.747615,0.740245,0.582104,0.803552,0.414628,1.40562,0.0980376,1.59696,-0.0378489,1.69516,0.052,1.75639,0.166657,1.8214,0.18538,1.32145,0.0887866
J-1038,0.246595,0.194672,0.148691,0.242265,0.252703,0.266237,0.325532,0.361547,0.349051,0.329093,0.0771006,0.381353,-0.20779,1.36346,-0.756014,1.70382,-0.995664,1.78887,-0.974656,1.73372,-0.873872,1.7927,-0.620152,1.60286,-0.524986
J-1039,5.31553,5.1855,4.82479,5.10937,5.19841,5.27395,5.27325,5.3619,5.42734,5.43713,5.4243,5.43512,5.42178,5.48943,5.52365,5.49689,5.51503,5.5499,5.53274,5.57872,5.53578,5.55016,5.46896,5.51272,5.53257
J-104,0.246188,0.197472,0.274325,0.402567,0.403812,0.415616,0.462314,0.457178,0.447547,0.406083,0.261433,0.446298,0.0986851,1.09952,-0.229862,1.33001,-0.394446,1.39401,-0.34951,1.37077,-0.287476,1.46761,-0.0584919,1.29327,-0.0300989
J-1040,0.372325,0.285002,-0.0824541,0.0288081,0.0850164,0.126184,0.105812,0.132104,0.188528,0.211337,0.184261,0.219486,0.177941,0.312428,0.38532,0.298698,0.358762,0.363501,0.382173,0.405898,0.415328,0.426281,0.432575,0.463291,0.4809
J-1041,0.141401,0.103862,0.0990221,0.14646,0.165873,0.190637,0.330822,0.326474,0.327332,0.22987,0.298583,0.219658,0.40992,0.0829768,0.5947,0.0667374,0.671472,0.0774453,0.72544,0.0680826,0.799088,0.104552,0.810504,0.0633717,1.01542
J-1042,0.4042,0.341474,0.329364,0.424694,0.44276,0.484114,0.56622,0.683765,0.757495,0.749975,0.592856,0.814254,0.428605,1.40544,0.120022,1.59157,-0.0123457,1.6888,0.0776264,1.75038,0.191813,1.8142,0.20647,1.32032,0.110172
J-1043,0.107212,0.0781768,0.0771124,0.121657,0.141606,0.165432,0.319755,0.302139,0.305158,0.214165,0.277389,0.198898,0.383211,0.0459278,0.592446,0.0240826,0.674008,0.0323882,0.732527,0.0181227,0.808278,0.0658012,0.820265,0.00773055,1.03264
J-1044,0.522348,0.469392,0.461394,0.573639,0.586304,0.614424,0.693123,0.767268,0.79904,0.780081,0.600976,0.828218,0.397068,1.5629,-0.007867,1.81947,-0.189383,1.91558,-0.139172,1.92348,-0.0490353,1.99785,0.122203,1.58389,0.085213
J-1045,0.609753,0.558506,0.525757,0.541532,0.536171,0.553457,0.578285,0.571103,0.614186,0.589113,0.460142,0.642534,0.344496,1.14047,0.108192,1.29688,-0.0112559,1.37175,0.0359891,1.39795,0.0956903,1.47694,0.22452,1.27408,0.257661
J-1046,0.458906,0.389293,0.374167,0.470781,0.493353,0.542864,0.645766,0.771699,0.861379,0.859854,0.694142,0.914904,0.495245,1.61789,0.0917485,1.86389,-0.0799377,1.97834,0.0191126,2.05353,0.147107,2.12785,0.163452,1.49893,0.0361127
J-1047,0.205167,0.175591,-0.287645,-0.174728,-0.109314,-0.0595719,-0.11553,-0.0575435,0.0088664,0.0408961,0.0507542,0.0558178,0.0548739,0.138784,0.181075,0.179671,0.205769,0.227248,0.244952,0.265497,0.287726,0.286215,0.274195,0.32662,0.316944
J-1048,0.199027,0.162614,0.168261,0.264163,0.272321,0.289561,0.364211,0.381771,0.382797,0.351758,0.14895,0.383765,-0.0906435,1.28627,-0.620864,1.64295,-0.864527,1.73274,-0.850402,1.662,-0.771861,1.76232,-0.433198,1.4206,-0.407955
J-1049,0.451003,0.411555,0.385076,0.452415,0.452101,0.470166,0.514828,0.518631,0.566498,0.543012,0.409511,0.589386,0.276332,1.14482,-0.00265469,1.33162,-0.14277,1.41106,-0.0926054,1.43405,-0.0270262,1.52321,0.114867,1.25546,0.107786
J-105,0.242091,0.196267,0.267869,0.396531,0.397781,0.409542,0.464577,0.452799,0.44584,0.405573,0.253382,0.437338,0.0677201,1.17101,-0.327669,1.45262,-0.524872,1.52254,-0.479852,1.49525,-0.414027,1.60477,-0.160205,1.37717,-0.137921
J-1050,0.436666,0.370971,0.357727,0.454428,0.474444,0.519128,0.615646,0.724001,0.802874,0.798111,0.629884,0.850413,0.427985,1.56959,0.015316,1.82449,-0.162553,1.93617,-0.0717297,1.99989,0.049368,2.07698,0.100527,1.48457,-0.00222839
J-1051,0.526794,0.452232,0.418383,0.435331,0.442571,0.455628,0.541176,0.559008,0.607364,0.57878,0.437203,0.599502,0.228681,1.39496,-0.252752,1.75382,-0.49632,1.8503,-0.438016,1.8505,-0.358518,1.98016,-0.167936,1.5238,-0.22143
J-1052,0.215905,0.177073,0.172215,0.252172,0.259525,0.280503,0.355195,0.384246,0.392224,0.365854,0.17009,0.404029,-0.0576258,1.24705,-0.538453,1.56417,-0.75903,1.66024,-0.74294,1.63164,-0.670398,1.71928,-0.360747,1.35446,-0.352415
J-1053,0.270629,0.218364,0.188275,0.230356,0.235125,0.249283,0.323014,0.327388,0.367702,0.339943,0.19886,0.365359,0.0145198,1.0996,-0.405845,1.40809,-0.620239,1.4954,-0.570659,1.49261,-0.501541,1.61816,-0.294707,1.24541,-0.34025
J-1054,0.423539,0.358804,-0.0575983,0.121868,0.192619,0.258157,0.263449,0.371595,0.495682,0.543554,0.533845,0.562721,0.54144,0.625657,0.690729,0.624759,0.689519,0.714402,0.768551,0.83262,0.854443,0.845749,0.674142,0.618918,0.605812
J-1055,0.355102,0.295021,-0.109551,0.0666311,0.133059,0.192843,0.194481,0.2856,0.396159,0.438654,0.422649,0.455197,0.42313,0.527282,0.594916,0.51896,0.584154,0.605024,0.652614,0.708173,0.728018,0.723174,0.586909,0.548543,0.541202
J-1056,0.496621,0.446943,0.39506,0.43059,0.42508,0.434895,0.460533,0.466183,0.521705,0.497344,0.366106,0.544862,0.235835,1.09152,-0.0340608,1.27349,-0.170998,1.35337,-0.126452,1.37715,-0.0686167,1.46542,0.075534,1.19718,0.0900026
J-1057,0.532234,0.482279,0.430074,0.467214,0.461863,0.471669,0.494439,0.505805,0.561244,0.536421,0.407836,0.587882,0.287742,1.10165,0.0407956,1.2664,-0.0843901,1.34321,-0.0388411,1.36772,0.0185676,1.45077,0.147764,1.19955,0.166008
J-1058,17.0964,16.4609,16.194,16.4489,16.6481,16.938,17.3261,18.0463,18.4621,18.5148,18.3746,18.5614,18.0328,19.1982,17.4353,19.4162,17.2375,19.6284,17.5622,19.9808,17.8437,19.8211,16.5682,17.891,15.9554
J-1059,0.734572,0.691717,0.65659,0.734864,0.755641,0.784076,0.854994,0.940812,0.953958,0.934304,0.702442,0.994635,0.439411,1.85481,-0.0161463,2.12889,-0.215901,2.20971,-0.173025,2.17969,-0.0757135,2.22114,0.0517153,2.00476,0.100342
J-106,0.101588,0.0918593,0.0683383,0.15355,0.167288,0.189919,0.263096,0.312517,0.317763,0.271725,0.118559,0.322009,-0.049725,0.962709,-0.34485,1.17148,-0.481819,1.24176,-0.453756,1.21975,-0.391336,1.28567,-0.194837,1.05007,-0.124217
J-1060,0.213098,0.174961,0.156215,0.257923,0.265159,0.282086,0.352886,0.367648,0.373301,0.346486,0.152166,0.379823,-0.0805272,1.24905,-0.590039,1.59085,-0.825628,1.68921,-0.807158,1.66194,-0.732585,1.75684,-0.419641,1.39003,-0.394988
J-1061,0.211584,0.196365,0.171396,0.229336,0.251171,0.282961,0.390041,0.488478,0.530839,0.527518,0.276764,0.526876,-0.0909424,1.87111,-1.07776,2.56791,-1.53349,2.71534,-1.47458,2.70347,-1.34008,2.79261,-1.25706,2.33613,-1.08816
J-1062,0.331923,0.289046,0.325018,0.441059,0.445536,0.463401,0.518447,0.539342,0.546436,0.513153,0.35531,0.555078,0.179931,1.23446,-0.173235,1.47304,-0.34311,1.54393,-0.295823,1.52502,-0.226302,1.61543,-0.0177561,1.36542,-0.00829253
J-1063,0.224926,0.184081,0.218764,0.331455,0.335193,0.351909,0.406619,0.425255,0.431787,0.39885,0.24061,0.44091,0.0644917,1.12568,-0.291706,1.36716,-0.462992,1.43844,-0.415754,1.41931,-0.345408,1.5117,-0.13196,1.26195,-0.12286
J-1064,0.107403,0.100958,0.0843075,0.137959,0.154114,0.175573,0.24152,0.322458,0.331274,0.315319,0.0871892,0.351281,-0.181757,1.30729,-0.718918,1.64213,-0.957376,1.72179,-0.914195,1.69178,-0.819475,1.7476,-0.702809,1.56946,-0.574585
J-1065,0.207829,0.173478,0.152146,0.221529,0.226171,0.240931,0.313039,0.315916,0.353333,0.325837,0.189116,0.352201,0.0236737,1.03598,-0.356345,1.31437,-0.553964,1.396,-0.507874,1.39554,-0.447231,1.52015,-0.235572,1.18188,-0.288741
J-1066,0.144328,0.193955,0.212798,0.180525,0.166927,0.176538,0.183682,0.214894,0.247495,0.265961,0.268066,0.33598,0.153617,0.478471,0.143408,0.646546,0.119393,0.728954,0.178916,0.776501,0.269113,0.714729,0.322683,0.770457,0.164429
J-1067,0.239371,0.28905,0.32418,0.355648,0.390604,0.427487,0.472412,0.53798,0.588011,0.614758,0.583685,0.620209,0.47192,0.797584,0.438011,0.898069,0.438415,0.960295,0.494601,1.00618,0.574893,0.954431,0.605566,0.985519,0.471751
J-1068,0.041339,0.0957039,0.1184,0.0925259,0.0805242,0.0863481,0.0871174,0.0988435,0.116367,0.129838,0.125224,0.165641,0.04825,0.33854,0.0208667,0.486265,0.00759109,0.553163,0.053957,0.583759,0.127364,0.533272,0.216961,0.643534,0.110406
J-1069,0.0965278,0.0974441,-0.749874,-0.442347,-0.338624,-0.263418,-0.379735,-0.248224,-0.162485,-0.102904,0.0682693,0.166115,-0.697774,0.835967,-1.13056,1.43207,-1.549,1.7423,-1.53035,1.71144,-1.42719,1.77934,-1.2861,1.55108,-1.10144
J-107,0.238585,0.20165,0.271469,0.402799,0.40407,0.415542,0.474918,0.456693,0.448639,0.408094,0.251599,0.434518,0.0543743,1.2119,-0.379217,1.52571,-0.596281,1.59856,-0.553576,1.57049,-0.487185,1.68685,-0.212091,1.434,-0.190048
J-1070,0.116773,0.120073,-0.762774,-0.431966,-0.326397,-0.249004,-0.375534,-0.252437,-0.167402,-0.10151,0.0773996,0.240022,-0.750628,0.87011,-1.15886,1.46779,-1.59328,1.78963,-1.57508,1.75952,-1.4703,1.83067,-1.32852,1.6189,-1.15761
J-1071,0.299155,0.327212,0.363773,0.468102,0.444335,0.484037,0.522869,0.527896,0.567672,0.546804,0.406412,0.579915,0.240773,1.23879,-0.12157,1.49231,-0.303239,1.58473,-0.257001,1.61258,-0.191223,1.71544,-0.00586309,1.38505,-0.0337818
J-1072,0.179225,0.205799,0.240338,0.330561,0.304061,0.34335,0.370119,0.382104,0.420424,0.398609,0.263566,0.442235,0.121994,1.02372,-0.174877,1.22594,-0.323003,1.31,-0.274348,1.33879,-0.208258,1.4304,-0.0517405,1.15687,-0.0676072
J-1073,0.264515,0.156846,0.0961723,0.176504,0.184544,0.216919,0.336505,0.337871,0.338817,0.267641,0.262317,0.266475,0.243641,0.482407,0.257772,0.572452,0.242783,0.603468,0.289119,0.590692,0.36126,0.641585,0.41946,0.518944,0.647917
J-1074,10.223,9.62549,9.33091,9.53873,9.72229,9.98497,10.343,10.9512,11.2775,11.3036,11.1153,11.296,10.6977,12.3362,9.74316,12.8647,9.34905,13.0766,9.60028,13.3162,9.82591,13.202,8.83318,11.5379,8.51942
J-1075,0.217716,0.202638,0.177971,0.234316,0.256174,0.28929,0.376654,0.500458,0.540844,0.535194,0.307379,0.572563,0.0240048,1.56265,-0.559163,1.92034,-0.811665,2.01654,-0.745204,2.02021,-0.62668,2.07448,-0.592716,1.7475,-0.517309
J-1076,0.217513,0.202443,-0.577233,-0.295104,-0.191191,-0.107506,-0.183321,-0.0167954,0.0931241,0.152102,0.292328,0.251788,-0.231455,1.2536,-0.893121,1.56795,-1.16059,1.85879,-1.11694,1.86362,-0.99675,1.92093,-0.951363,1.58571,-0.847972
J-1077,0.0572102,0.109556,0.111347,0.133145,0.160544,0.180182,0.307361,0.279897,0.283606,0.224786,0.306709,0.175598,0.433373,0.0406578,0.621075,0.0201209,0.700604,0.0298999,0.772781,-0.0329395,0.990296,-0.173441,0.940579,0.0861093,1.05402
J-1078,0.385835,0.438315,0.438066,0.461088,0.49324,0.519972,0.634782,0.651246,0.669811,0.616166,0.695443,0.581319,0.809404,0.478011,0.94312,0.475253,1.01167,0.496226,1.0866,0.468165,1.27264,0.362478,1.19453,0.511782,1.25375
J-1079,0.328416,0.279435,0.212499,0.301592,0.302337,0.305111,0.363216,0.358935,0.398576,0.372974,0.22583,0.409936,0.0505191,1.10329,-0.329804,1.36471,-0.513024,1.44502,-0.453202,1.44706,-0.36405,1.55044,-0.218737,1.2327,-0.195065
J-108,0.24046,0.198707,0.26762,0.397284,0.398755,0.410493,0.465184,0.454018,0.447024,0.406589,0.254052,0.438454,0.0702827,1.16677,-0.320233,1.4448,-0.515144,1.51416,-0.47063,1.48969,-0.404153,1.59763,-0.152156,1.37143,-0.129327
J-1080,0.109746,0.160059,0.177486,0.138747,0.119823,0.125762,0.127356,0.152077,0.180427,0.197286,0.203822,0.30946,0.0633114,0.422992,0.0659337,0.605327,0.0310143,0.694833,0.0881484,0.738597,0.180597,0.668719,0.252888,0.747916,0.0832145
J-1081,0.537552,0.505719,0.512967,0.34827,0.326575,0.364053,0.390028,0.411254,0.452441,0.43051,0.299567,0.481234,0.174317,1.00803,-0.0831074,1.17972,-0.21086,1.2597,-0.158619,1.29267,-0.0912774,1.37573,0.0351988,1.12223,0.0213073
J-1082,0.571164,0.534339,0.539331,0.349476,0.328627,0.365319,0.396621,0.412673,0.453631,0.432261,0.29816,0.478078,0.160167,1.04614,-0.127491,1.24018,-0.270483,1.32398,-0.219434,1.35583,-0.151683,1.44498,-0.00824607,1.168,-0.02786
J-1083,0.443074,0.367239,-0.00456443,0.119039,0.176153,0.211231,0.168883,0.236808,0.331542,0.368817,0.354332,0.383602,0.361716,0.455911,0.523202,0.455643,0.517092,0.533045,0.570493,0.616041,0.631798,0.632661,0.542234,0.541016,0.571686
J-1084,0.0977796,0.0768297,-0.445562,-0.245299,-0.171968,-0.118948,-0.154018,-0.0912421,-0.0249005,0.00186241,0.0125069,0.0196296,0.0381942,0.0906062,0.149634,0.118887,0.170013,0.173721,0.185706,0.21104,0.215213,0.233037,0.251523,0.258314,0.272612
J-1085,0.349095,0.309334,-0.443489,-0.166905,-0.0692534,0.00262438,-0.0865408,0.0342299,0.110678,0.155145,0.279031,0.220458,-0.163467,1.13082,-0.824557,1.54943,-1.12165,1.81061,-1.09809,1.77953,-1.00308,1.83562,-0.878563,1.64857,-0.71615
J-1086,0.379525,0.315348,0.30152,0.39647,0.415822,0.45952,0.552683,0.665382,0.74606,0.741706,0.576327,0.797434,0.383367,1.48543,-0.00308495,1.72216,-0.168768,1.83119,-0.0759885,1.89662,0.0455969,1.97072,0.0811054,1.3945,-0.0241612
J-1087,0.20269,0.188168,-0.601361,-0.316456,-0.211433,-0.127022,-0.205249,-0.0367302,0.0746839,0.135369,0.281234,0.25223,-0.280086,1.16476,-0.8996,1.5682,-1.19842,1.86498,-1.15438,1.87031,-1.03286,1.92874,-0.987421,1.58734,-0.882513
J-1088,0.307849,0.269043,0.300232,0.415886,0.42073,0.438741,0.515441,0.515291,0.525808,0.49506,0.321446,0.51541,0.0905608,1.39612,-0.450928,1.78672,-0.713368,1.87855,-0.667732,1.85104,-0.592021,1.97323,-0.306479,1.5815,-0.304645
J-1089,0.231796,0.216371,0.191749,0.247149,0.26942,0.302753,0.386268,0.514419,0.553962,0.547364,0.326122,0.592798,0.0639386,1.49809,-0.443258,1.80407,-0.66346,1.89397,-0.596881,1.90152,-0.483082,1.95049,-0.458082,1.64816,-0.398038
