leak_area_number,ID,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
0,J-801,0.233963,0.213554,0.194061,0.169693,0.158833,-0.951237,-0.144554,-0.145576,-0.0738983,-0.0152359,0.0371399,0.0842743,0.127937,0.169159,0.296272,0.174095,0.236969,0.273403,0.0163651,0.0765076,0.0970459,0.113365,0.174568,0.268471,0.328606
0,J-802,0.205959,0.188389,0.171776,0.150539,0.141853,0.146034,-0.14056,-0.141769,-0.0753479,-0.0210724,0.0272713,0.0707817,0.111057,0.148994,0.262161,0.152813,0.206451,0.23793,0.0136719,0.0659752,0.0864754,0.102428,0.155914,0.239758,0.293785
0,J-88,0.52034,0.450165,0.386948,0.331284,0.29332,0.272728,0.182396,0.221504,0.283112,0.330872,0.372337,0.410339,0.446869,0.48391,0.457527,0.335258,0.433128,0.523689,0.256302,0.297531,0.32711,0.304733,0.410896,0.560936,0.668167
1,J-10,0.153748,0.151466,0.146088,0.122303,0.131973,-1.31692,-0.433228,-0.524597,-0.418022,-0.325813,-0.244278,-0.171539,-0.105949,-0.0476074,0.68425,0.358063,0.468048,-1.19266,-0.143021,-0.0803604,-0.0311508,0.00495911,0.0384293,0.0691299,0.123169
1,J-117,0.142616,0.143326,0.142738,0.127502,0.132111,-1.36999,-0.490593,-0.595657,-0.478592,-0.379776,-0.292,-0.213188,-0.141968,-0.0777969,0.819313,0.461731,0.548264,-1.24951,-0.209572,-0.131218,-0.0701218,-0.0253525,0.00995636,0.0274124,0.0859528
1,J-118,0.151924,0.152222,0.151093,0.133911,0.142082,-1.43919,-0.548264,-0.672623,-0.546928,-0.440468,-0.344139,-0.258301,-0.180962,-0.111702,1.02219,0.573044,0.688324,-1.31628,-0.268784,-0.183205,-0.111122,-0.0609741,-0.0197296,-0.0111313,0.0520782
1,J-130,0.212173,0.197731,0.181297,0.144707,0.154121,-1.50858,-0.589706,-0.741104,-0.603973,-0.483673,-0.379692,-0.286819,-0.202843,-0.12796,1.25595,0.635292,0.830032,-1.34933,-0.300552,-0.223297,-0.143661,-0.079361,-0.0278244,-0.0196762,0.0541611
1,J-144,0.148949,0.147247,0.144188,0.127205,0.139984,-1.35065,-0.457245,-0.539185,-0.430901,-0.337479,-0.254166,-0.179237,-0.111336,-0.0497055,0.752213,0.411919,0.511482,-1.22954,-0.17617,-0.100731,-0.0438004,-0.00591278,0.0254822,0.0616837,0.116379
1,J-172,0.173134,0.171524,0.169167,0.151562,0.15033,-1.31061,-0.423546,-0.509712,-0.392174,-0.295784,-0.211021,-0.135429,-0.0672913,-0.00617981,0.758919,0.43692,0.514214,-1.17944,-0.136902,-0.0594788,-0.00257874,0.0385666,0.0646515,0.0775375,0.133179
1,J-173,0.21257,0.208961,0.205032,0.186028,0.184311,-1.2961,-0.40493,-0.494469,-0.372849,-0.273277,-0.185783,-0.107765,-0.0374146,0.0257645,0.849091,0.503685,0.582245,-1.16406,-0.118881,-0.0382004,0.0221786,0.0655212,0.0932541,0.105797,0.165443
1,J-174,0.261986,0.232269,0.202049,0.163437,0.147675,-1.45266,-0.482018,-0.592239,-0.446701,-0.333466,-0.236359,-0.151657,-0.076622,-0.0112152,0.978378,0.609039,0.634949,-1.36371,-0.174004,-0.0686951,0.00524902,0.0592194,0.0729294,0.0468063,0.127174
1,J-175,0.224091,0.204742,0.184181,0.149887,0.141563,-1.43496,-0.477371,-0.583557,-0.449265,-0.340439,-0.245987,-0.162918,-0.0889893,-0.0240173,0.923607,0.579857,0.595802,-1.33786,-0.18293,-0.080246,-0.0085907,0.043869,0.0629044,0.0356064,0.106125
1,J-185,0.143402,0.141144,0.137352,0.121181,0.134666,-1.32002,-0.420311,-0.48951,-0.393036,-0.307465,-0.230362,-0.160553,-0.0970078,-0.0389252,0.6147,0.34063,0.42701,-1.20042,-0.138657,-0.0710564,-0.024498,0.0063858,0.0386124,0.0822372,0.133476
1,J-19,4.74889,4.5089,4.3259,4.19498,4.14032,2.74529,3.90534,4.11948,4.37405,4.55534,4.70461,4.83678,4.96131,5.08492,5.28077,4.74792,4.66476,2.93104,4.15005,4.30201,4.3957,4.45272,4.50891,4.85446,5.19519
1,J-20,0.144745,0.143845,0.141594,0.125374,0.137463,-1.332,-0.442566,-0.521393,-0.414581,-0.322853,-0.241165,-0.16774,-0.101227,-0.0408783,0.70771,0.381035,0.480721,-1.21172,-0.162003,-0.0902405,-0.036293,0.00117493,0.0324554,0.0707932,0.123955
1,J-202,6.59407,6.25695,6.00172,5.82751,5.75346,4.35563,5.63519,5.96486,6.28777,6.5072,6.6837,6.8373,6.9815,7.12425,7.20627,6.59973,6.45226,4.64109,5.94606,6.13931,6.25013,6.30423,6.31942,6.7295,7.15568
1,J-212,0.200378,0.190697,0.182053,0.162415,0.170067,-1.28687,-0.386421,-0.447739,-0.332451,-0.237389,-0.154312,-0.0805359,-0.0139923,0.04599,0.772682,0.426659,0.526123,-1.17698,-0.118866,-0.0361633,0.0241089,0.063385,0.0859299,0.129906,0.188065
1,J-213,0.207138,0.203178,0.198494,0.181915,0.186455,-1.26103,-0.357773,-0.40152,-0.281776,-0.185677,-0.102501,-0.0290146,0.0372696,0.0971603,0.81028,0.449867,0.556808,-1.17294,-0.115074,-0.0240784,0.0420685,0.0834885,0.102501,0.163933,0.229401
1,J-222,0.258865,0.230927,0.202538,0.157784,0.151382,-1.32534,-0.437935,-0.529053,-0.394005,-0.284813,-0.193916,-0.115829,-0.0470963,0.0117416,0.854507,0.512383,0.553814,-1.1861,-0.125763,-0.0312576,0.0341187,0.0780334,0.0827484,0.0662613,0.118004
1,J-252,0.162842,0.16185,0.159943,0.142689,0.141537,-1.31482,-0.428955,-0.514656,-0.398453,-0.302963,-0.218925,-0.143944,-0.0763321,-0.0157013,0.734924,0.418922,0.495861,-1.18508,-0.143311,-0.0668488,-0.010849,0.0298538,0.0562973,0.0696793,0.124466
1,J-256,0.239891,0.217171,0.194176,0.150543,0.155708,-1.4881,-0.556732,-0.704796,-0.556244,-0.437294,-0.334419,-0.243423,-0.161797,-0.0895538,1.20456,0.635002,0.792664,-1.3465,-0.259109,-0.176819,-0.098381,-0.0362091,0.0072403,0.0030899,0.0707016
1,J-258,0.143021,0.142609,0.140762,0.124023,0.133804,-1.33966,-0.451828,-0.544861,-0.434555,-0.341354,-0.258591,-0.184425,-0.117401,-0.0569305,0.720589,0.393188,0.490288,-1.21902,-0.170639,-0.0992355,-0.044899,-0.00700378,0.0259094,0.0575714,0.109802
1,J-271,0.155823,0.154236,0.151443,0.134575,0.145966,-1.36388,-0.468193,-0.558693,-0.447685,-0.351608,-0.265976,-0.188965,-0.119179,-0.0558243,0.818451,0.452301,0.561371,-1.24305,-0.190041,-0.1129,-0.0524139,-0.0131531,0.0215225,0.0543976,0.110779
1,J-274,0.208458,0.204216,0.199097,0.18219,0.186348,-1.25751,-0.353424,-0.39856,-0.279236,-0.183456,-0.100594,-0.0274124,0.0385666,0.0981522,0.803398,0.444572,0.550896,-1.16949,-0.111717,-0.0205383,0.0460358,0.087944,0.106277,0.165367,0.230171
1,J-281,0.139893,0.13974,0.138077,0.121391,0.133965,-1.34042,-0.453217,-0.539505,-0.434883,-0.343353,-0.261566,-0.187767,-0.120796,-0.0598984,0.710632,0.383461,0.488701,-1.21928,-0.170967,-0.102821,-0.0500336,-0.0134125,0.0219879,0.0584412,0.111458
1,J-282,0.139244,0.138901,0.137337,0.121311,0.132481,-1.32234,-0.435982,-0.518036,-0.414101,-0.32415,-0.243958,-0.171776,-0.106346,-0.0469742,0.667015,0.356941,0.45715,-1.20329,-0.15501,-0.088562,-0.0381317,-0.00213623,0.0313416,0.0687943,0.120285
1,J-289,0.231407,0.211555,0.190056,0.147255,0.15065,-1.48171,-0.561493,-0.70723,-0.561935,-0.444656,-0.342995,-0.252815,-0.171768,-0.0998383,1.18095,0.620193,0.777344,-1.3406,-0.262558,-0.18206,-0.105446,-0.0450516,-0.00202179,0.00262451,0.0718002
1,J-296,0.22081,0.209305,0.198669,0.177582,0.181328,-1.31951,-0.412971,-0.480873,-0.355728,-0.254219,-0.165916,-0.0878372,-0.0174866,0.0459213,0.933502,0.534149,0.6446,-1.23189,-0.163452,-0.0613403,0.0137939,0.0547256,0.0741501,0.115051,0.181145
1,J-297,0.179993,0.178009,0.175362,0.157513,0.156216,-1.30804,-0.420197,-0.506706,-0.388344,-0.291367,-0.206116,-0.130096,-0.0615845,-0.000144958,0.774323,0.448479,0.525986,-1.17662,-0.13356,-0.0554733,0.0020752,0.0435867,0.0696716,0.0823746,0.138641
1,J-300,0.129524,0.133049,0.134995,0.123837,0.12532,-1.31229,-0.456692,-0.545746,-0.438034,-0.345001,-0.262207,-0.187782,-0.120598,-0.0600967,0.668205,0.402199,0.447392,-1.19178,-0.182758,-0.100742,-0.0443954,-0.00320053,0.0268326,0.0528564,0.104424
1,J-313,0.150444,0.148605,0.145897,0.129242,0.139343,-1.37336,-0.484047,-0.584579,-0.46682,-0.368118,-0.280258,-0.201614,-0.130608,-0.0666122,0.837082,0.45472,0.563881,-1.25027,-0.202286,-0.125725,-0.0638046,-0.0207138,0.0133286,0.0380249,0.0956268
1,J-376,0.157188,0.157349,0.155472,0.13665,0.148026,-1.48196,-0.585495,-0.723679,-0.591858,-0.480171,-0.379486,-0.289261,-0.207863,-0.13427,1.1409,0.645119,0.774147,-1.36013,-0.310814,-0.219917,-0.141243,-0.0882339,-0.0424576,-0.0373383,0.029129
1,J-39,3.13401,2.97227,2.85149,2.76051,2.72641,1.30611,2.36092,2.45248,2.64622,2.79356,2.91873,3.03127,3.13712,3.24134,3.63421,3.16777,3.15485,1.43277,2.58434,2.6967,2.77305,2.82674,2.90572,3.16165,3.41129
1,J-40,0.19622,0.185852,0.179939,0.161598,0.17289,-1.36442,-0.473434,-0.582054,-0.463295,-0.36158,-0.270905,-0.189545,-0.115974,-0.0494003,0.933441,0.523109,0.643806,-1.23856,-0.191711,-0.114998,-0.0508499,-0.00650024,0.0330276,0.0587463,0.119789
1,J-403,0.192329,0.189735,0.186592,0.168297,0.166843,-1.30416,-0.415001,-0.502831,-0.383148,-0.285118,-0.198952,-0.122124,-0.0528641,0.00928497,0.804474,0.470413,0.548454,-1.17221,-0.128357,-0.0492325,0.00946808,0.0517197,0.0784454,0.0910416,0.148621
1,J-406,0.14785,0.147789,0.145668,0.13063,0.141747,-1.41059,-0.519165,-0.632378,-0.512192,-0.409882,-0.318237,-0.235924,-0.161476,-0.0941696,0.932137,0.511513,0.631393,-1.28778,-0.241142,-0.161858,-0.0945892,-0.0482254,-0.00829315,0.0140228,0.074234
1,J-407,0.145149,0.14418,0.14222,0.126175,0.136536,-1.36214,-0.474442,-0.572807,-0.458611,-0.362198,-0.276176,-0.199043,-0.129311,-0.0663757,0.793938,0.428955,0.536873,-1.24007,-0.193428,-0.120491,-0.0613708,-0.0198288,0.0152054,0.0434494,0.0996552
1,J-422,0.152695,0.149796,0.145744,0.126972,0.133038,-1.32869,-0.440788,-0.530205,-0.418495,-0.325409,-0.243118,-0.16964,-0.103378,-0.0438232,0.704391,0.390305,0.477074,-1.2079,-0.158867,-0.0853348,-0.0312805,0.00629425,0.0356293,0.0617218,0.113113
1,J-43,0.141045,0.139603,0.136681,0.120663,0.133949,-1.31987,-0.423981,-0.495682,-0.398033,-0.311783,-0.234207,-0.164009,-0.100159,-0.0418396,0.623367,0.343086,0.432247,-1.20065,-0.143013,-0.0754967,-0.028183,0.0036087,0.0362091,0.0790939,0.130257
1,J-44,0.142136,0.141006,0.138206,0.121803,0.135365,-1.33343,-0.439301,-0.516815,-0.416161,-0.327553,-0.247948,-0.175964,-0.110512,-0.0507889,0.670898,0.368378,0.46352,-1.21231,-0.156998,-0.0881348,-0.0379105,-0.00434875,0.0293579,0.0698547,0.122253
1,J-440,0.142426,0.142487,0.140846,0.124329,0.13755,-1.3651,-0.473015,-0.564194,-0.457008,-0.363037,-0.27887,-0.202881,-0.133904,-0.071106,0.777206,0.425209,0.533424,-1.24169,-0.191193,-0.11853,-0.0615311,-0.0235443,0.0128479,0.047287,0.102249
1,J-447,0.141815,0.141693,0.139999,0.123489,0.133427,-1.34069,-0.453217,-0.546486,-0.436821,-0.343674,-0.260872,-0.186615,-0.119476,-0.0588531,0.722519,0.392281,0.492004,-1.21995,-0.172066,-0.101608,-0.047348,-0.0092926,0.0243835,0.056221,0.108734
1,J-448,5.5965,5.30217,5.07938,4.92447,4.856,3.51392,4.73222,5.02311,5.32081,5.52285,5.68554,5.82735,5.9605,6.09225,6.08882,5.54842,5.41883,3.75491,5.01395,5.1856,5.28481,5.34019,5.36588,5.75304,6.14194
1,J-470,5.84814,5.54369,5.31354,5.15442,5.08496,3.75012,4.98508,5.30283,5.60827,5.81491,5.98089,6.12549,6.26141,6.39621,6.35029,5.8019,5.66734,4.0076,5.27715,5.45312,5.55387,5.60853,5.62745,6.02996,6.43239
1,J-475,2.86854,2.72972,2.62269,2.53895,2.50808,1.04157,2.08257,2.14261,2.3346,2.4809,2.6058,2.71802,2.82307,2.92551,3.47964,2.98358,2.984,1.16402,2.30509,2.42092,2.50325,2.56041,2.63778,2.86219,3.0947
1,J-490,0.66201,0.493675,0.369667,0.317284,0.320694,-1.51588,-0.444138,-0.600693,-0.445747,-0.314224,-0.200035,-0.099556,-0.00984192,0.0694656,1.60831,0.909264,1.12392,-1.30145,-0.14901,-0.0443649,0.047554,0.112206,0.138412,0.175011,0.270142
1,J-491,9.93225,9.44004,9.04969,8.83191,8.73325,7.12775,8.70343,9.1591,9.61044,9.9063,10.137,10.3322,10.5126,10.6869,10.9831,9.98828,9.89217,7.60858,9.07558,9.34288,9.5073,9.59036,9.53379,10.0911,10.6614
1,J-501,0.220383,0.210983,0.201904,0.181709,0.185387,-1.32825,-0.422882,-0.495003,-0.368767,-0.266068,-0.176613,-0.0973816,-0.0258942,0.0387115,0.972275,0.564934,0.683067,-1.24253,-0.174072,-0.0699463,0.00809479,0.0485229,0.0674973,0.108192,0.176659
1,J-510,4.34103,4.12845,3.96705,3.85277,3.81152,2.34502,3.48292,3.66523,3.93596,4.12249,4.27494,4.40713,4.52929,4.64651,5.14057,4.5511,4.51297,2.60442,3.80894,3.97029,4.07403,4.13016,4.13035,4.39072,4.68593
1,J-543,0.13588,0.136848,0.136169,0.121082,0.131031,-1.32677,-0.44146,-0.529694,-0.423355,-0.332481,-0.251549,-0.178841,-0.113029,-0.0534821,0.679176,0.364601,0.46373,-1.2082,-0.161476,-0.0940857,-0.0426559,-0.00579071,0.0280304,0.0631104,0.114456
1,J-55,0.142616,0.14238,0.140411,0.124107,0.137413,-1.35871,-0.464417,-0.551674,-0.446236,-0.353737,-0.270782,-0.195854,-0.127792,-0.0658035,0.749611,0.412827,0.515686,-1.23599,-0.182228,-0.109634,-0.054184,-0.0177917,0.0175552,0.0534744,0.107857
1,J-551,4.59087,4.35795,4.18014,4.05225,4.00015,2.5914,3.7427,3.94054,4.18734,4.36482,4.5116,4.64182,4.76449,4.88618,5.12711,4.60063,4.52257,2.77028,3.98526,4.13471,4.22729,4.28324,4.34251,4.67609,5.00642
1,J-56,0.151161,0.149559,0.146194,0.129547,0.142456,-1.35307,-0.45723,-0.543129,-0.436722,-0.343544,-0.260216,-0.185196,-0.117188,-0.0553894,0.760994,0.419769,0.522041,-1.2325,-0.177078,-0.103104,-0.0461349,-0.00919342,0.0245209,0.0604324,0.115707
