 ,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
J-142,0.40293,0.357561,0.299775,0.225436,0.245767,-1.92687,-0.756935,-0.953628,-0.762778,-0.604388,-0.467438,-0.34657,-0.239331,3.23388,1.83651,0.927611,1.28185,-1.6573,-0.421438,-0.324374,-0.209846,-0.111493,-0.0263086,-0.0318818,0.0665403
J-143,6.33889,6.19819,6.07057,5.95743,5.95477,3.95466,5.23178,5.26618,5.56141,5.76642,5.93148,6.07076,6.19368,6.30253,7.84644,6.90719,7.16307,4.41936,5.70162,5.85924,5.99235,6.0793,6.04175,6.13128,6.33123
J-144,0.212486,0.216111,0.216528,0.194059,0.21575,-2.09473,-0.681361,-0.781435,-0.616232,-0.477981,-0.357127,-0.249956,-0.154079,-0.0681947,1.0875,0.614116,0.780672,-1.92801,-0.268492,-0.152332,-0.0659118,-0.00885695,0.0374491,0.0866012,0.157586
J-145,0.364988,0.324295,0.272307,0.217158,0.241095,-1.95796,-0.763943,-0.949798,-0.761723,-0.605968,-0.470691,-0.351,-0.244445,-0.149826,1.74258,0.907431,1.22049,-1.72287,-0.413638,-0.310424,-0.200273,-0.111437,-0.0354689,-0.00708122,0.095382
J-146,0.34985,0.337198,0.324744,0.300542,0.302404,0.364686,-0.342303,-0.351808,-0.187894,-0.0772003,0.0285745,0.116716,0.192015,0.263464,0.678326,0.531286,0.645917,0.713963,0.237964,0.362676,0.415028,0.424806,0.299731,0.40811,0.483655
J-147,0.277401,0.274991,0.270157,0.247616,0.249518,-1.78771,-0.564418,-0.655583,-0.500419,-0.372901,-0.26181,-0.163531,-0.075083,0.00532302,1.25597,0.819386,1.01006,-1.72576,-0.239592,-0.0895812,0.0163236,0.0552627,0.0693354,0.119761,0.212928
J-148,0.275418,0.273086,0.268283,0.245739,0.247197,-1.81438,-0.530375,-0.604644,-0.454686,-0.331394,-0.223945,-0.128769,-0.0430111,0.0351008,1.09739,0.693341,0.876496,-1.74912,-0.191061,-0.0533697,0.0383338,0.0775969,0.0972799,0.165019,0.252176
J-149,0.576998,0.515333,0.449728,0.39027,0.37032,-1.45564,-0.224466,-0.21629,-0.0611209,0.0550669,0.152564,0.236911,0.312704,0.382061,1.06922,0.750449,0.922216,-1.46782,0.0580776,0.204221,0.278351,0.277189,0.311776,0.451028,0.57488
J-15,0.582817,0.494028,0.396361,0.248394,0.29402,0.305266,-0.202147,-0.328126,-0.222166,-0.10804,-0.00499207,0.0865076,0.167409,0.239514,0.455187,0.223142,0.388372,0.446981,0.269609,0.250994,0.287108,0.320938,0.447888,0.524291,0.573336
J-150,0.678089,0.589726,0.518718,0.461073,0.440288,-1.33507,-0.180712,-0.185809,-0.0258911,0.0932444,0.193401,0.280961,0.360495,0.43517,1.3194,0.988328,1.18099,-1.30328,0.123718,0.279551,0.373292,0.377588,0.368796,0.479304,0.62634
J-151,0.414511,0.375877,0.334913,0.260974,0.238582,0.312988,-0.240039,-0.301754,-0.171296,-0.0545631,0.0489086,0.140422,0.221183,0.291893,0.520752,0.34418,0.422628,0.475945,0.268399,0.316949,0.362,0.396813,0.420753,0.488261,0.521403
J-152,0.435335,0.395943,0.354341,0.279862,0.256984,0.331529,-0.220299,-0.2823,-0.15139,-0.0343198,0.0694727,0.161266,0.242324,0.313332,0.55132,0.368729,0.448299,0.500683,0.286023,0.335235,0.380815,0.4161,0.44051,0.508865,0.543265
J-153,0.448399,0.393009,0.327045,0.223123,0.28593,-1.60202,-0.335107,-0.454521,-0.328894,-0.205347,-0.099739,-0.00840266,0.0715424,0.140596,0.367454,0.130722,0.311652,0.36517,0.15644,0.163889,0.198661,0.229843,0.307043,0.44044,0.496511
J-154,0.553819,0.477027,0.385598,0.246119,0.316565,0.290088,-0.239266,-0.383481,-0.264249,-0.149179,-0.0493308,0.0388162,0.116825,0.185876,0.228547,0.106119,0.252395,0.312909,0.170453,0.196745,0.234708,0.254958,0.386763,0.491387,0.538975
J-155,0.336408,0.304986,0.267895,0.199315,0.231325,-1.91277,-0.612788,-0.763025,-0.607332,-0.463826,-0.340799,-0.23324,-0.138348,-0.0552945,1.12551,0.390184,0.772139,-1.71097,-0.147968,-0.12739,-0.0652889,0.0106056,0.102116,0.182672,0.259426
J-156,0.337985,0.306146,0.268617,0.199533,0.232034,-1.90948,-0.610136,-0.760044,-0.604923,-0.461723,-0.338922,-0.231508,-0.136743,-0.0537678,1.11836,0.386059,0.767246,-1.71027,-0.144399,-0.124763,-0.0632781,0.0123712,0.104056,0.185211,0.26174
J-157,0.110566,0.149692,0.183889,0.198243,0.205817,-1.98137,-0.742319,-0.830962,-0.691401,-0.549705,-0.423659,-0.310039,-0.208009,-0.115838,0.720204,0.55931,0.540181,-1.68574,-0.358499,-0.184244,-0.0842921,-0.0186663,0.0377693,0.113799,0.173857
J-158,0.126722,0.160425,0.189472,0.197898,0.205433,-2.06205,-0.732023,-0.825506,-0.676339,-0.533672,-0.407908,-0.295257,-0.194427,-0.103827,0.731076,0.546254,0.544756,-1.78479,-0.338152,-0.169025,-0.0721384,-0.00795234,0.042422,0.12099,0.181101
J-159,0.678178,0.524369,0.44783,0.406254,0.417363,-2.0708,-0.483091,-0.64405,-0.484174,-0.330405,-0.195169,-0.0756509,0.0305115,0.124643,1.89943,1.06084,1.39195,-1.79143,-0.148849,-0.0284739,0.082872,0.16595,0.217887,0.385187,0.507941
J-16,0.579141,0.491986,0.396459,0.245366,0.290013,-2.82144,-0.279872,-0.425291,-0.309221,-0.186717,-0.0763274,0.0216386,0.108344,0.185478,0.790644,0.328812,0.601712,-2.45881,0.206754,0.167339,0.205257,0.252937,0.389961,0.453481,0.510411
J-160,10.5636,10.2527,10.0524,9.93786,9.9094,7.75073,9.49341,9.70857,10.0474,10.2816,10.465,10.6158,10.748,10.8645,11.9506,11.0394,11.2048,8.34944,10.0414,10.2668,10.4139,10.4818,10.3284,10.6385,10.9297
J-161,0.403632,0.364333,0.319706,0.236289,0.258494,-1.88802,-0.715268,-0.918682,-0.721525,-0.562724,-0.426214,-0.306134,-0.199855,-0.106053,1.83178,0.870446,1.27353,-1.57039,-0.363043,-0.283545,-0.17405,-0.0716981,0.0214098,0.0234144,0.122695
J-162,7.0397,6.90412,6.78855,6.6701,6.67009,4.71731,6.01423,6.08652,6.40979,6.62388,6.79306,6.93366,7.05674,7.16418,8.62314,7.63118,7.92432,5.28141,6.54565,6.70164,6.83516,6.92209,6.84909,6.94851,7.1566
J-163,0.920365,0.85124,0.810369,0.787802,0.841595,0.982045,0.506213,0.491747,0.874228,1.10146,1.24766,1.3403,1.40341,1.41918,1.92173,1.73383,1.8454,1.95327,1.54053,1.76836,1.85697,1.82837,1.14959,1.23809,1.25536
J-164,0.863195,0.794248,0.75448,0.731667,0.784564,0.926528,0.452673,0.433094,0.812544,1.04078,1.18742,1.27992,1.34261,1.35683,1.84065,1.66256,1.77352,1.88334,1.4844,1.70975,1.79693,1.76785,1.0883,1.18556,1.20159
J-165,0.285285,0.269541,0.249792,0.194504,0.218831,-2.00529,-0.749457,-0.93235,-0.747411,-0.593876,-0.460706,-0.343942,-0.240633,-0.149562,1.57936,0.792476,1.09637,-1.75637,-0.36588,-0.269848,-0.167221,-0.0836222,-0.012845,0.00644803,0.0989424
J-166,0.272009,0.25777,0.238764,0.189494,0.211179,-1.97773,-0.795397,-0.992205,-0.80291,-0.646541,-0.510509,-0.390258,-0.283396,3.13278,1.75109,0.885809,1.21555,-1.73231,-0.4645,-0.363127,-0.249463,-0.154898,-0.0702474,-0.0638959,0.0323963
J-167,0.381168,0.35032,0.320045,0.274698,0.273552,0.31909,-0.42038,-0.403068,-0.214292,-0.0802465,0.0304282,0.122774,0.2026,0.269604,0.599047,0.38407,0.437205,0.483265,0.0941223,0.2237,0.289866,0.331291,0.291117,0.325112,0.374144
J-168,0.298861,0.286387,0.275078,0.251316,0.256468,0.300687,-0.451956,-0.449012,-0.277503,-0.150623,-0.0435521,0.0475865,0.127345,0.195893,0.530981,0.333909,0.412492,0.46299,0.0420257,0.156057,0.214446,0.25295,0.236664,0.29819,0.348636
J-169,0.229521,0.232374,0.235623,0.224807,0.237473,0.279004,-0.487552,-0.490566,-0.340665,-0.221646,-0.1183,-0.0284568,0.0512174,0.12134,0.455909,0.26434,0.355143,0.408136,-0.0179317,0.081591,0.133194,0.171224,0.189953,0.267369,0.318142
J-17,0.543308,0.466394,0.38362,0.250785,0.252768,0.304386,-0.201764,-0.301886,-0.182586,-0.0676076,0.0358357,0.128068,0.209757,0.28244,0.542219,0.276894,0.435307,0.489046,0.297483,0.299399,0.337913,0.374923,0.457474,0.52074,0.566237
J-170,0.231941,0.233957,0.23796,0.230723,0.244994,0.287223,-0.472788,-0.481889,-0.323119,-0.201964,-0.097972,-0.008099,0.0712878,0.140694,0.477592,0.290753,0.38803,0.44119,0.00406565,0.105874,0.157987,0.193888,0.195061,0.278725,0.332224
J-171,0.203492,0.209523,0.212159,0.195276,0.211534,-2.14808,-0.646034,-0.731467,-0.580383,-0.449552,-0.333916,-0.230952,-0.138627,-0.0556245,0.927352,0.543079,0.679014,-1.98273,-0.227209,-0.110749,-0.0350368,0.011235,0.0576828,0.113896,0.180489
J-172,0.25304,0.258426,0.261188,0.237995,0.238626,-2.09381,-0.648976,-0.758253,-0.57466,-0.428902,-0.30343,-0.193229,-0.095264,-0.00867285,1.12419,0.66919,0.807543,-1.90485,-0.21451,-0.0923615,-0.00398173,0.0592518,0.0975682,0.111771,0.184961
J-173,0.305995,0.309941,0.311528,0.28739,0.287783,-2.03656,-0.610655,-0.724295,-0.538086,-0.39034,-0.263178,-0.151495,-0.0521939,0.0356346,1.23856,0.759271,0.89959,-1.84876,-0.183267,-0.0583704,0.0337004,0.0990699,0.138544,0.150239,0.226478
J-174,0.368387,0.337434,0.301288,0.248166,0.226777,-2.24408,-0.713097,-0.851421,-0.631183,-0.465939,-0.327429,-0.208511,-0.10457,-0.0151842,1.39709,0.900332,0.96338,-2.12633,-0.262196,-0.10243,0.00777728,0.0873043,0.106068,0.0653786,0.171308
J-175,0.31818,0.300686,0.27788,0.230415,0.220144,-2.24487,-0.714854,-0.848892,-0.642174,-0.481124,-0.344625,-0.226509,-0.122803,-0.032877,1.33332,0.867062,0.914997,-2.11216,-0.279039,-0.121098,-0.0128807,0.0654443,0.0925806,0.0503244,0.144615
J-176,0.299648,0.28616,0.267812,0.220094,0.210118,-3.24249,-0.684323,-0.851353,-0.711062,-0.57213,-0.44351,-0.323824,-0.214675,-0.113443,1.60929,1.01254,1.10285,-2.93811,-0.403752,-0.284151,-0.179595,-0.0823352,0.0418103,0.107926,0.191902
J-177,0.3915,0.356909,0.311023,0.246441,0.231798,-3.03686,-0.676378,-0.87794,-0.703576,-0.548859,-0.409808,-0.284641,-0.172715,-0.0721487,1.95853,1.24437,1.33709,-2.74278,-0.412824,-0.265409,-0.137612,-0.0310108,0.0591125,0.0648573,0.153271
J-178,0.139018,0.166824,0.190601,0.193976,0.203242,-2.17541,-0.732546,-0.828022,-0.664411,-0.522268,-0.397514,-0.286223,-0.186804,-0.0977387,0.797302,0.547865,0.583778,-1.96072,-0.313237,-0.161572,-0.0710303,-0.00815466,0.0416125,0.113472,0.173607
J-179,0.165608,0.187121,0.204952,0.201932,0.208445,-2.15533,-0.761026,-0.874153,-0.700462,-0.552413,-0.423025,-0.308163,-0.205793,-0.114498,1.04982,0.710219,0.748412,-1.98148,-0.3532,-0.198638,-0.0990227,-0.0287086,0.0194922,0.06676,0.132149
J-18,0.562263,0.481945,0.395828,0.258114,0.258106,0.312759,-0.184836,-0.281227,-0.161671,-0.0469268,0.0563903,0.148404,0.22978,0.30212,0.541385,0.292947,0.442359,0.496635,0.318849,0.321891,0.360673,0.396307,0.477615,0.53789,0.583788
J-180,0.309921,0.288327,0.262531,0.209234,0.21365,-3.06914,-0.660795,-0.833007,-0.676105,-0.531873,-0.401024,-0.283258,-0.177905,-0.0829486,1.68192,0.83708,1.13117,-2.58148,-0.344504,-0.246778,-0.140191,-0.0444794,0.0412094,0.0849238,0.17452
J-181,0.431767,0.362436,0.321614,0.259519,0.246611,-3.07514,-0.667597,-0.872266,-0.676752,-0.512197,-0.369926,-0.244757,-0.134156,-0.0370567,1.95068,1.21372,1.33717,-2.75233,-0.362767,-0.211875,-0.0836919,0.0211144,0.086489,0.10079,0.198866
J-182,0.417824,0.376638,0.328378,0.24285,0.245193,-3.21494,-0.506108,-0.644554,-0.482945,-0.336557,-0.210606,-0.100627,-0.00388884,0.0805022,1.32799,0.605808,0.8827,-2.61597,-0.0646305,0.00623642,0.0869178,0.162817,0.220474,0.281409,0.353644
J-183,0.344063,0.318082,0.287877,0.228344,0.234485,-3.25824,-0.573484,-0.726039,-0.571432,-0.426196,-0.298387,-0.18509,-0.0845625,0.00451723,1.48175,0.689638,0.996436,-2.66387,-0.193207,-0.114034,-0.0225071,0.0634594,0.138617,0.211894,0.284515
J-184,0.203868,0.209698,0.212073,0.195099,0.211617,-2.14531,-0.641404,-0.724541,-0.57409,-0.443865,-0.328764,-0.226256,-0.134306,-0.0516289,0.907284,0.529822,0.665516,-1.98147,-0.221118,-0.105877,-0.0316474,0.0141625,0.0607061,0.118681,0.18483
J-185,0.211618,0.214611,0.213951,0.191918,0.215586,-2.1267,-0.649573,-0.735407,-0.582402,-0.451061,-0.335175,-0.231792,-0.138947,-0.0552577,0.92093,0.526646,0.676536,-1.95581,-0.219248,-0.111472,-0.0382416,0.00992239,0.0588175,0.119536,0.186909
J-186,0.65057,0.583602,0.507831,0.406509,0.431365,-1.75264,-0.386907,-0.53067,-0.366784,-0.221734,-0.0976021,0.0105957,0.106087,0.189502,1.32296,0.612056,0.972012,-1.53601,0.0882445,0.113771,0.175819,0.24925,0.339034,0.41363,0.497553
J-187,0.478691,0.413819,0.33985,0.238813,0.264835,-1.92941,-0.546961,-0.692904,-0.533544,-0.391391,-0.269606,-0.16345,-0.0698505,0.0117012,1.08398,0.409349,0.760509,-1.72917,-0.0597802,-0.0403471,0.0165765,0.0866169,0.175437,0.24659,0.324075
