leak_area_number,ID,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
0,J-45,0.0657997,0.111004,0.154125,0.192249,0.223179,0.317619,0.394554,0.128807,0.355827,0.399406,0.434692,0.46125,0.483368,0.498482,0.517784,0.538544,-1.63684,-0.392654,-0.10479,-0.0483322,-0.0134583,0.00731659,-0.0866623,-0.131042,0.250183
0,J-46,0.0572853,0.0970192,0.135197,0.169048,0.196651,0.281006,0.350143,0.115486,0.319893,0.359413,0.391205,0.415047,0.434875,0.448418,0.465744,0.484337,-1.56741,-0.372086,-0.0994415,-0.048378,-0.0168076,0.00228119,-0.0815353,-0.124123,0.224495
0,J-47,0.0512962,0.0878601,0.122913,0.15406,0.179581,0.256569,0.321571,0.107185,0.296761,0.333656,0.363171,0.385254,0.403603,0.41613,0.432167,0.449364,-1.52156,-0.356228,-0.0959892,-0.0484543,-0.0190201,-0.00102234,-0.0783081,-0.119324,0.208176
0,J-533,0.177471,0.177406,0.179829,0.198689,0.212246,0.241379,0.228954,0.0390396,0.190479,0.221882,0.24839,0.269478,0.287746,0.301746,0.317528,0.333603,-1.54974,-0.424885,-0.185074,-0.148804,-0.123863,-0.104847,-0.141598,-0.157715,0.154938
0,J-534,0.170979,0.170959,0.175755,0.194614,0.208069,0.247726,0.234463,0.0409126,0.193115,0.224255,0.25082,0.272118,0.290649,0.305023,0.321064,0.337311,-1.55941,-0.428776,-0.187866,-0.152111,-0.127136,-0.107471,-0.14072,-0.157093,0.159569
0,J-54,0.2355,0.232117,0.241753,0.26078,0.274277,0.30838,0.25518,0.0815353,0.242874,0.275902,0.302578,0.322983,0.340153,0.352497,0.367477,0.383179,-1.53465,-0.371639,-0.127998,-0.0874367,-0.0612755,-0.0435944,-0.0999374,-0.137573,0.173946
0,J-543,0.215775,0.213943,0.212765,0.233948,0.248817,0.27618,0.248688,0.0545502,0.221825,0.256519,0.285572,0.308575,0.328484,0.343624,0.360821,0.378426,-1.59674,-0.44976,-0.193344,-0.152885,-0.125366,-0.104889,-0.150276,-0.174019,0.169327
0,J-544,0.236816,0.234909,0.234058,0.256458,0.272205,0.301476,0.275604,0.0709534,0.245514,0.281296,0.311417,0.335297,0.35598,0.371731,0.389637,0.40797,-1.6184,-0.451912,-0.187988,-0.145767,-0.117012,-0.0955124,-0.14238,-0.166191,0.190681
0,J-55,0.260189,0.255222,0.266064,0.285065,0.298309,0.330215,0.257141,0.0919418,0.253124,0.286224,0.312428,0.332069,0.348373,0.359676,0.37392,0.389069,-1.49998,-0.346199,-0.105328,-0.0638428,-0.0377769,-0.021183,-0.0847015,-0.127274,0.172901
0,J-555,0.256229,0.252586,0.270325,0.289581,0.303329,0.357632,0.315605,0.0973053,0.270779,0.306068,0.334305,0.355679,0.373482,0.385983,0.401573,0.418091,-1.57487,-0.35812,-0.106194,-0.0633888,-0.035862,-0.017437,-0.0731239,-0.0959167,0.192741
0,J-56,0.0749931,0.0910034,0.11544,0.139523,0.158405,0.277142,0.281227,0.0670547,0.248779,0.28474,0.314217,0.336922,0.356155,0.37006,0.386791,0.404331,-1.57298,-0.408073,-0.150776,-0.10677,-0.0784302,-0.0594597,-0.121826,-0.154152,0.177856
0,J-57,0.139385,0.150436,0.159416,0.182728,0.201099,0.252319,0.284554,0.0398788,0.228714,0.26638,0.299034,0.325577,0.348892,0.367249,0.387428,0.407806,-1.71712,-0.51223,-0.239922,-0.196991,-0.166687,-0.14267,-0.181564,-0.200348,0.181824
0,J-576,0.15411,0.158508,0.1591,0.180088,0.195751,0.231236,0.245033,0.0380325,0.20253,0.235985,0.264751,0.288078,0.308578,0.32473,0.342426,0.360256,-1.61386,-0.473019,-0.218342,-0.180393,-0.1535,-0.131908,-0.164848,-0.180595,0.164436
0,J-577,0.21978,0.220325,0.221165,0.244263,0.260929,0.296242,0.276649,0.0581665,0.243004,0.280838,0.312767,0.338196,0.360275,0.377167,0.396255,0.415779,-1.6654,-0.482178,-0.211288,-0.167236,-0.137146,-0.11467,-0.163544,-0.189415,0.18409
0,J-578,0.174244,0.174408,0.178967,0.198044,0.211697,0.249466,0.233173,0.0371361,0.189472,0.220623,0.247326,0.268852,0.287655,0.302349,0.318615,0.335026,-1.56611,-0.434513,-0.192665,-0.156937,-0.131855,-0.112015,-0.144802,-0.161346,0.157402
0,J-579,0.127213,0.136272,0.141987,0.163334,0.180004,0.224014,0.255127,0.0328217,0.204506,0.239052,0.26899,0.293396,0.314888,0.331917,0.350483,0.369152,-1.65454,-0.491043,-0.230766,-0.191841,-0.16407,-0.141556,-0.173973,-0.189178,0.166603
0,J-58,0.141983,0.181107,0.209023,0.235512,0.261494,0.320457,0.335487,0.151604,0.338531,0.375618,0.40374,0.423698,0.439667,0.449398,0.463493,0.479214,-1.43692,-0.279476,-0.0248947,0.0245132,0.0534401,0.0689659,-0.0245934,-0.0816193,0.216873
0,J-59,0.175503,0.175949,0.178951,0.198315,0.21225,0.246449,0.234608,0.042614,0.199276,0.231689,0.25901,0.28075,0.299603,0.314079,0.330379,0.346985,-1.57525,-0.436558,-0.191547,-0.154434,-0.128796,-0.109058,-0.146095,-0.165337,0.15921
0,J-59b,0.226692,0.282318,0.320732,0.357292,0.393585,0.458298,0.485802,0.230324,0.484276,0.534904,0.573593,0.600838,0.62236,0.634911,0.653854,0.6754,-1.58768,-0.29393,0.0135498,0.0828094,0.122231,0.140511,0.00148773,-0.0752335,0.310616
0,J-59c,0.192513,0.241505,0.275642,0.308208,0.340618,0.400852,0.423561,0.199539,0.426552,0.47216,0.506599,0.530739,0.549789,0.560852,0.577629,0.596687,-1.52066,-0.285637,0.00241089,0.0640945,0.0993195,0.116142,-0.00753784,-0.076683,0.273216
0,J-59d,0.201698,0.25238,0.287651,0.321289,0.354733,0.416557,0.440964,0.208092,0.442383,0.489227,0.524727,0.549622,0.569275,0.580673,0.597969,0.617645,-1.53542,-0.285614,0.00672913,0.0703659,0.106659,0.123848,-0.00389862,-0.0750351,0.284149
0,J-59e,0.214088,0.266384,0.302719,0.337399,0.371902,0.435425,0.463287,0.224678,0.464005,0.511749,0.547981,0.57338,0.593422,0.604996,0.622658,0.642754,-1.53996,-0.277763,0.0186768,0.0838928,0.121078,0.138657,0.00795746,-0.0645294,0.301231
0,J-59f,0.0252304,0.0642967,0.0983047,0.128296,0.153522,0.213673,0.305069,0.101551,0.281986,0.31691,0.344814,0.365673,0.383003,0.394844,0.41,0.426239,-1.48724,-0.342529,-0.0917282,-0.0466385,-0.0186653,-0.00138855,-0.0740738,-0.113701,0.198074
0,J-59g,0.0407677,0.0762444,0.109398,0.138847,0.163254,0.231735,0.302086,0.100525,0.28067,0.315845,0.343895,0.364857,0.382275,0.394173,0.409393,0.425701,-1.49137,-0.345516,-0.0941696,-0.0489616,-0.0209236,-0.00363922,-0.0766182,-0.116394,0.196114
0,J-59h,0.045208,0.0804558,0.113895,0.143642,0.168201,0.240589,0.307159,0.101089,0.284267,0.32,0.348545,0.3699,0.387642,0.399776,0.415283,0.431889,-1.50298,-0.350842,-0.0965919,-0.0506859,-0.022213,-0.00469589,-0.0789032,-0.119034,0.198578
0,J-59i,0.0552559,0.0943146,0.131687,0.16486,0.191936,0.27388,0.341347,0.112274,0.312653,0.351494,0.382675,0.406067,0.425507,0.438797,0.45578,0.474007,-1.55658,-0.369293,-0.0998077,-0.0497208,-0.0187302,6.10352e-05,-0.0819321,-0.1241,0.218994
0,J-59j,0.0572739,0.0967865,0.134727,0.168365,0.195766,0.279449,0.347855,0.115196,0.318382,0.357773,0.389427,0.413155,0.432884,0.446365,0.463608,0.482117,-1.56493,-0.371391,-0.0994492,-0.0486069,-0.0171661,0.00184631,-0.081543,-0.124031,0.223358
0,J-59k,0.0601883,0.101234,0.14056,0.17543,0.203835,0.29023,0.362099,0.120689,0.330025,0.370399,0.402924,0.427322,0.447617,0.461479,0.47921,0.49826,-1.58103,-0.375061,-0.0985641,-0.0462952,-0.0139847,0.00548553,-0.0805359,-0.123543,0.232407
0,J-59l,0.0719681,0.120846,0.167267,0.208229,0.241386,0.342003,0.425056,0.139175,0.380867,0.427132,0.464752,0.493103,0.516731,0.532883,0.553513,0.575706,-1.68375,-0.406433,-0.107475,-0.0474243,-0.0103607,0.0115356,-0.0893021,-0.134422,0.268044
0,J-59m,0.0878677,0.112316,0.142918,0.171215,0.193428,0.298378,0.308022,0.092514,0.283333,0.320816,0.350964,0.373665,0.392605,0.405704,0.422218,0.439842,-1.54915,-0.378456,-0.116234,-0.0687027,-0.0390854,-0.0207748,-0.0968399,-0.136887,0.196823
0,J-59n,0.222382,0.220249,0.229706,0.248837,0.262566,0.298538,0.254089,0.074295,0.237476,0.270859,0.298077,0.319096,0.336887,0.349884,0.365387,0.381535,-1.55923,-0.388935,-0.142445,-0.101948,-0.0755157,-0.0572243,-0.110966,-0.146721,0.173058
0,J-59o,0.171349,0.172161,0.176331,0.195415,0.209244,0.244484,0.234386,0.043087,0.198967,0.231049,0.25816,0.279743,0.298447,0.312809,0.328991,0.345478,-1.57375,-0.433144,-0.189285,-0.152424,-0.126949,-0.107315,-0.143993,-0.163628,0.159462
0,J-59p,0.187279,0.188248,0.192162,0.212994,0.227989,0.266682,0.256157,0.0443268,0.213814,0.248474,0.278091,0.301884,0.322601,0.33868,0.356617,0.374817,-1.64116,-0.467861,-0.208977,-0.168991,-0.141243,-0.119835,-0.158943,-0.178802,0.171333
0,J-59q,0.184677,0.185627,0.189583,0.210163,0.224976,0.264328,0.253708,0.0432358,0.2108,0.245026,0.274288,0.297794,0.318272,0.334167,0.351887,0.369862,-1.63185,-0.464027,-0.207161,-0.167675,-0.140247,-0.119049,-0.157135,-0.176331,0.169594
0,J-59r,0.156956,0.158859,0.158489,0.178249,0.192471,0.224648,0.224861,0.0290298,0.182232,0.213791,0.241016,0.263103,0.282513,0.297829,0.314564,0.331379,-1.57936,-0.460133,-0.215282,-0.179581,-0.154232,-0.133816,-0.163647,-0.175392,0.153866
0,J-59y,0.175674,0.175457,0.17469,0.194027,0.207851,0.23539,0.223595,0.0431213,0.195602,0.226952,0.253345,0.274376,0.29266,0.306736,0.322517,0.338566,-1.54202,-0.428608,-0.188049,-0.151817,-0.126808,-0.10759,-0.144402,-0.164108,0.15424
0,J-59z,0.218109,0.21748,0.21793,0.240192,0.255955,0.28894,0.267342,0.0519791,0.232185,0.269363,0.30072,0.325722,0.347397,0.364021,0.382774,0.401932,-1.66948,-0.480728,-0.212868,-0.169937,-0.140533,-0.118462,-0.164513,-0.188782,0.179024
0,J-60,0.128742,0.138336,0.144878,0.166611,0.183628,0.229023,0.260704,0.0338593,0.209099,0.244308,0.274834,0.299675,0.321556,0.338867,0.357773,0.376801,-1.66828,-0.496216,-0.233055,-0.193291,-0.164993,-0.142174,-0.175972,-0.191933,0.169441
0,J-609,0.0834579,0.104946,0.126759,0.148598,0.167202,0.245529,0.27536,0.0615692,0.235157,0.269268,0.297649,0.319855,0.338856,0.352997,0.36956,0.386707,-1.57905,-0.409657,-0.158161,-0.117279,-0.0901794,-0.0707474,-0.121048,-0.149315,0.172729
0,J-61,0.142193,0.180927,0.208382,0.234463,0.260117,0.31834,0.331169,0.150841,0.334972,0.371567,0.399227,0.418797,0.434429,0.443913,0.457722,0.473137,-1.42644,-0.274757,-0.0229149,0.0258293,0.0543365,0.0696335,-0.0232124,-0.0789795,0.215233
0,J-610,0.0508003,0.0761528,0.0985794,0.120449,0.139629,0.216827,0.266029,0.0568619,0.225719,0.258724,0.286301,0.307961,0.32655,0.340481,0.356686,0.373398,-1.56002,-0.405899,-0.15926,-0.119797,-0.093483,-0.0743141,-0.121696,-0.148544,0.167938
0,J-619,0.13269,0.146439,0.167988,0.189365,0.206329,0.29451,0.284836,0.0652695,0.240417,0.275146,0.30394,0.326351,0.345436,0.359493,0.376137,0.393436,-1.58435,-0.40604,-0.152504,-0.110703,-0.0832024,-0.0638618,-0.116226,-0.142517,0.178139
0,J-621,0.249905,0.251396,0.267532,0.287773,0.302582,0.345566,0.273087,0.0967178,0.267818,0.302711,0.330135,0.350487,0.36726,0.378616,0.393272,0.409023,-1.50571,-0.345661,-0.0983734,-0.0543098,-0.027092,-0.0105286,-0.0819283,-0.127701,0.174923
0,J-622,0.265179,0.262009,0.274563,0.294327,0.3083,0.343903,0.270481,0.0953484,0.264507,0.299229,0.326756,0.347397,0.364525,0.376373,0.391338,0.407272,-1.52604,-0.357662,-0.10894,-0.0654411,-0.0382004,-0.0210533,-0.0883141,-0.132233,0.179504
0,J-623,0.136929,0.150639,0.17194,0.193138,0.210129,0.297306,0.295181,0.0848312,0.252384,0.285412,0.312687,0.333855,0.351871,0.365112,0.380878,0.397263,-1.54133,-0.375931,-0.12846,-0.0882378,-0.0616875,-0.0426636,-0.0916862,-0.115921,0.193153
0,J-637,0.0232849,0.0567513,0.0881538,0.116013,0.139675,0.207687,0.278809,0.0639343,0.237217,0.270611,0.298359,0.319962,0.338406,0.352001,0.368088,0.384804,-1.54379,-0.393005,-0.145248,-0.104488,-0.0777321,-0.058876,-0.111435,-0.141388,0.173264
0,J-641,0.049427,0.0749207,0.097538,0.119541,0.138821,0.216316,0.265625,0.0570068,0.22543,0.258465,0.286053,0.30772,0.326321,0.340271,0.356483,0.373199,-1.56084,-0.406979,-0.160206,-0.12077,-0.0944633,-0.0752754,-0.122482,-0.149178,0.168053
0,J-642,0.163406,0.163433,0.167908,0.186062,0.199051,0.23613,0.222469,0.0367966,0.18158,0.211273,0.236607,0.256927,0.274628,0.288376,0.30368,0.31916,-1.52738,-0.414555,-0.181713,-0.147816,-0.124001,-0.105068,-0.135826,-0.151619,0.151432
0,J-643,0.147633,0.152882,0.153694,0.174839,0.19067,0.2267,0.244957,0.0330124,0.199463,0.233215,0.262405,0.286179,0.307125,0.323719,0.341793,0.359955,-1.63075,-0.484413,-0.227783,-0.189743,-0.162594,-0.140564,-0.17205,-0.18647,0.163567
0,J-644,0.158669,0.162842,0.166298,0.186737,0.202049,0.238739,0.245041,0.0400543,0.205383,0.238869,0.267483,0.290524,0.310688,0.326408,0.343819,0.361446,-1.60398,-0.462914,-0.209408,-0.170967,-0.1441,-0.123081,-0.159431,-0.178413,0.16275
0,J-648,0.10004,0.135601,0.163433,0.189613,0.21479,0.265453,0.311592,0.131931,0.310108,0.345509,0.372597,0.392029,0.407707,0.417553,0.431362,0.446602,-1.43356,-0.291069,-0.0438156,0.00284958,0.0305519,0.0459938,-0.0390587,-0.0909042,0.200478
0,J-650,0.189667,0.194553,0.195713,0.219322,0.236958,0.277199,0.297112,0.0693741,0.248077,0.283943,0.314934,0.340118,0.362312,0.379822,0.399048,0.418404,-1.66185,-0.479958,-0.211174,-0.16983,-0.14045,-0.116669,-0.151642,-0.16774,0.205559
0,J-66,0.0473938,0.0832291,0.117287,0.147549,0.172466,0.246136,0.311676,0.103996,0.28867,0.324726,0.353512,0.375031,0.39291,0.405121,0.420746,0.437496,-1.50681,-0.351158,-0.0952759,-0.0489082,-0.0201721,-0.00253677,-0.0776672,-0.11808,0.20192
0,J-662,0.3022,0.304108,0.322449,0.345394,0.362328,0.412212,0.343353,0.148888,0.333191,0.369873,0.398823,0.420311,0.438057,0.450043,0.465649,0.482426,-1.51966,-0.326035,-0.0638504,-0.0161896,0.0133591,0.0316772,-0.0438538,-0.0913849,0.23278
0,J-678,0.179367,0.183464,0.186974,0.208942,0.22533,0.263763,0.265915,0.0479507,0.223793,0.259499,0.290001,0.314537,0.335968,0.352623,0.371147,0.389942,-1.64745,-0.479538,-0.215523,-0.174301,-0.145645,-0.123543,-0.163689,-0.183983,0.17617
0,J-679,0.182205,0.186333,0.189754,0.21199,0.228561,0.267487,0.268158,0.0477142,0.225899,0.262047,0.292931,0.31778,0.339478,0.356331,0.375092,0.394135,-1.65618,-0.483376,-0.217628,-0.175896,-0.146904,-0.124588,-0.165573,-0.186516,0.17672
0,J-685,0.183792,0.187782,0.191231,0.213482,0.230026,0.268795,0.268364,0.0480652,0.226326,0.26252,0.293434,0.318283,0.339996,0.356842,0.37561,0.394661,-1.65633,-0.483177,-0.217323,-0.175545,-0.146538,-0.124214,-0.165375,-0.186417,0.176781
0,J-73,0.040699,0.0760155,0.109005,0.138309,0.162601,0.230839,0.300903,0.100433,0.279568,0.314484,0.342331,0.363132,0.380409,0.392208,0.407314,0.423496,-1.48644,-0.343079,-0.0928993,-0.0479698,-0.0200996,-0.0029068,-0.0753975,-0.115028,0.195534
0,J-748,0.165005,0.170494,0.175289,0.19706,0.213299,0.251625,0.269836,0.044426,0.221184,0.256516,0.287117,0.312027,0.333961,0.351311,0.370293,0.389397,-1.66476,-0.489525,-0.224899,-0.18483,-0.156265,-0.133118,-0.167389,-0.18705,0.17672
0,J-75,0.248535,0.307968,0.348862,0.387726,0.42617,0.492996,0.524361,0.252464,0.520088,0.573196,0.614021,0.642883,0.665749,0.679161,0.699287,0.72213,-1.62121,-0.295319,0.0234451,0.0965652,0.138229,0.157425,0.0114059,-0.0686874,0.336716
0,J-808,0.20932,0.210499,0.21283,0.235153,0.251328,0.286961,0.270142,0.0520782,0.232635,0.269478,0.300621,0.325432,0.346977,0.363457,0.382065,0.401085,-1.64893,-0.476303,-0.209389,-0.166367,-0.136993,-0.115181,-0.16217,-0.184402,0.178932
0,J-809,0.212475,0.213108,0.215439,0.237591,0.253574,0.288193,0.268402,0.0529633,0.232674,0.269379,0.300346,0.324951,0.346283,0.362564,0.380997,0.399864,-1.64163,-0.472313,-0.206261,-0.163284,-0.134041,-0.112465,-0.16021,-0.182907,0.178566
0,J-826,0.167736,0.172939,0.177925,0.199627,0.215797,0.254028,0.269936,0.044548,0.221451,0.256752,0.287308,0.312141,0.334,0.351257,0.370171,0.389221,-1.66251,-0.48819,-0.223732,-0.183571,-0.155022,-0.131996,-0.166901,-0.18663,0.176506
0,J-845,0.224869,0.227955,0.234055,0.258247,0.275948,0.318077,0.301788,0.0577621,0.257919,0.298317,0.332565,0.359894,0.383629,0.401794,0.422325,0.443352,-1.72528,-0.502869,-0.222923,-0.17601,-0.143929,-0.120049,-0.173889,-0.198021,0.19651
0,J-856,0.265896,0.2672,0.270943,0.296047,0.314472,0.356194,0.351563,0.119339,0.308083,0.345589,0.37738,0.402687,0.424713,0.441551,0.460732,0.480309,-1.63753,-0.435326,-0.160255,-0.114853,-0.083725,-0.0600739,-0.107468,-0.128044,0.252106
