 ,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
J-109,0.138863,0.0575238,0.10491,0.144854,0.17734,0.203029,0.23031,0.28277,0.335197,0.365236,0.388407,0.404763,0.418925,0.431163,0.434209,0.437671,0.451489,0.473367,0.505272,0.540691,0.569802,0.591779,0.596767,0.606919,0.631975
J-11,0.403011,0.575308,0.606032,0.636159,0.66611,0.696383,0.739016,0.833042,0.910393,0.94531,0.966979,0.978022,0.983941,0.9791,0.969754,0.96613,0.978968,1.00987,1.05926,1.11707,1.15147,1.162,1.0689,1.03309,1.0378
J-110,0.146398,0.298453,0.335717,0.366425,0.391346,0.410252,0.432751,0.481401,0.525736,0.550415,0.56862,0.58083,0.590256,0.59286,0.586599,0.584449,0.594877,0.615788,0.648475,0.685501,0.714631,0.735186,0.733543,0.749101,0.773395
J-111,0.184244,0.333908,0.369311,0.399679,0.425831,0.447103,0.469619,0.513297,0.557617,0.583806,0.603766,0.617269,0.627351,0.63174,0.627966,0.62909,0.642096,0.665783,0.702887,0.748204,0.780499,0.799511,0.782065,0.779397,0.799317
J-112,0.211278,0.282129,0.324318,0.356815,0.381432,0.397107,0.414971,0.458127,0.493823,0.517229,0.536683,0.552943,0.56551,0.572456,0.574213,0.574223,0.581251,0.599965,0.625844,0.655596,0.683821,0.70898,0.726216,0.755786,0.778406
J-113,0.278818,0.314932,0.354278,0.388508,0.412686,0.426473,0.449432,0.501757,0.557429,0.585326,0.602599,0.611871,0.617109,0.608443,0.594023,0.587347,0.594792,0.615478,0.657132,0.713305,0.743838,0.752106,0.785458,0.821442,0.848027
J-114,0.330718,0.470204,0.484165,0.498521,0.512939,0.526935,0.540296,0.553632,0.562838,0.566883,0.568831,0.568672,0.566854,0.564978,0.562588,0.574728,0.601342,0.621393,0.651995,0.692899,0.72733,0.753794,0.741814,0.732112,0.781745
J-115,0.374111,0.497528,0.511224,0.525785,0.540919,0.556136,0.571368,0.588766,0.600995,0.605947,0.608186,0.60785,0.605634,0.603203,0.600564,0.612529,0.638172,0.658879,0.689428,0.732055,0.766521,0.791774,0.772166,0.757452,0.806724
J-116,0.678111,0.122122,0.147202,0.179926,0.226634,0.282296,0.35583,0.47319,0.563668,0.610621,0.643633,0.66625,0.681721,0.685462,0.690074,0.69368,0.704324,0.73912,0.790954,0.853574,0.890276,0.899704,0.750527,0.65912,0.628102
J-117,0.674414,1.05297,1.04509,1.03958,1.03583,1.03171,1.02327,0.996136,0.998702,0.985426,0.969475,0.954358,0.9319,0.885268,0.914014,0.932163,0.955197,0.997687,1.05335,1.11088,1.14446,1.15357,1.0836,1.02885,1.02447
J-118,0.075364,0.416277,0.433418,0.452334,0.472666,0.494592,0.519847,0.552674,0.578815,0.595051,0.6061,0.61346,0.615117,0.605631,0.59267,0.578467,0.576323,0.598749,0.631382,0.668373,0.695751,0.712955,0.744635,0.763668,0.776355
J-119,0.331028,0.372059,0.388658,0.415147,0.456446,0.509766,0.580678,0.701369,0.793409,0.838426,0.868105,0.886635,0.896175,0.892799,0.890353,0.88758,0.896679,0.932433,0.987207,1.05386,1.09113,1.09769,0.932749,0.834989,0.804665
J-12,0.203495,0.353177,0.387738,0.418432,0.446371,0.471224,0.504148,0.575553,0.636601,0.666755,0.687111,0.69917,0.707307,0.706764,0.699236,0.696881,0.708801,0.734808,0.775884,0.823043,0.854838,0.870688,0.824577,0.81448,0.829178
J-120,0.323336,0.308882,0.327639,0.347754,0.369715,0.393302,0.419858,0.460266,0.489261,0.494676,0.490628,0.481869,0.462528,0.426516,0.428344,0.438099,0.455989,0.491588,0.535547,0.578216,0.605979,0.619263,0.60939,0.600805,0.606908
J-121,0.714165,0.977606,0.972544,0.971499,0.974158,0.978312,0.98304,1.02921,1.09819,1.11716,1.11466,1.09681,1.06072,1.00911,1.03952,1.05899,1.08663,1.13736,1.20537,1.27803,1.31517,1.31653,1.18024,1.08145,1.05918
J-122,0.933949,1.16069,1.15588,1.15593,1.16054,1.16711,1.18287,1.24718,1.3232,1.34345,1.34107,1.32235,1.28454,1.23652,1.26499,1.28394,1.31181,1.36379,1.43395,1.50943,1.54625,1.54449,1.3891,1.28199,1.25706
J-123,1.21875,1.19789,1.20281,1.21103,1.2225,1.23631,1.2534,1.28636,1.30334,1.29245,1.27137,1.2408,1.20086,1.15013,1.16305,1.18591,1.22274,1.26056,1.3055,1.35192,1.38257,1.39652,1.35135,1.28902,1.29961
J-124,1.07926,1.2827,1.28119,1.2835,1.28953,1.29843,1.31088,1.33716,1.34697,1.33221,1.30791,1.27469,1.23095,1.17425,1.18676,1.21299,1.25274,1.29059,1.33557,1.38242,1.41381,1.42855,1.38385,1.32234,1.3332
J-125,0.0799827,0.550073,0.565328,0.581701,0.602265,0.625018,0.650832,0.689181,0.723053,0.748852,0.770367,0.7878,0.799172,0.801657,0.798128,0.789442,0.782611,0.799318,0.827001,0.864769,0.898719,0.925567,0.909075,0.892595,0.899773
J-126,1.36924,1.30068,1.33928,1.37634,1.41382,1.45147,1.49325,1.56738,1.63856,1.6707,1.69133,1.70144,1.70768,1.71595,1.71581,1.71817,1.73481,1.76296,1.80386,1.8471,1.8761,1.89033,1.82957,1.79121,1.80756
J-127,1.06353,1.05308,1.07104,1.09157,1.11513,1.1413,1.17153,1.21931,1.25194,1.25652,1.25064,1.23926,1.21707,1.17878,1.17924,1.18835,1.20593,1.24229,1.28785,1.33219,1.35808,1.36656,1.33647,1.31876,1.32364
J-128,1.10171,1.30105,1.31701,1.33677,1.36095,1.38922,1.42366,1.48195,1.52534,1.53532,1.54229,1.54729,1.5436,1.52745,1.52016,1.52759,1.54769,1.57918,1.62212,1.66562,1.69353,1.70609,1.67267,1.63112,1.64936
J-129,0.251239,0.392987,0.427859,0.458654,0.487498,0.513715,0.543206,0.600122,0.655233,0.682902,0.702011,0.713098,0.72098,0.724676,0.719251,0.719738,0.733743,0.758505,0.794556,0.833842,0.863905,0.883683,0.858626,0.84202,0.861122
J-13,0.301159,0.423261,0.437755,0.451978,0.465392,0.477536,0.48792,0.495037,0.49969,0.502028,0.503143,0.502746,0.500973,0.499831,0.497649,0.509587,0.534303,0.552746,0.579355,0.61766,0.651033,0.678496,0.678738,0.675097,0.728651
J-130,0.304989,0.444843,0.479716,0.510577,0.53953,0.565888,0.595598,0.652914,0.708162,0.735719,0.754667,0.765571,0.773248,0.776791,0.771222,0.771731,0.785741,0.810562,0.846651,0.885955,0.915858,0.935382,0.909535,0.892555,0.911708
J-131,9.556,9.77875,9.74781,9.75994,9.82007,9.92399,10.0838,10.4518,10.7369,10.8093,10.8147,10.7745,10.704,10.6003,10.6006,10.6079,10.646,10.7573,10.9283,11.1208,11.1627,11.0622,10.25,9.79443,9.66211
J-132,0.147021,0.0700716,0.1168,0.156344,0.188868,0.214735,0.241762,0.293254,0.34649,0.377166,0.400892,0.417581,0.431788,0.444643,0.448455,0.45296,0.467638,0.490282,0.523165,0.559934,0.589823,0.611703,0.615164,0.620678,0.644818
J-133,0.17541,0.330928,0.367972,0.399212,0.424641,0.444669,0.466281,0.510579,0.555828,0.581191,0.600088,0.612608,0.622266,0.627031,0.622925,0.62326,0.635702,0.657389,0.689782,0.72626,0.756003,0.777628,0.779845,0.784406,0.807681
J-134,0.269106,0.416431,0.450999,0.481553,0.510244,0.536345,0.56569,0.622433,0.677442,0.705,0.723981,0.734954,0.742759,0.746277,0.740859,0.741027,0.754925,0.779565,0.815626,0.854967,0.885043,0.904769,0.879389,0.862791,0.881667
J-135,0.257025,0.377927,0.414818,0.445658,0.470892,0.4902,0.517102,0.571988,0.619985,0.646228,0.665022,0.677336,0.686328,0.687129,0.679963,0.67739,0.687255,0.708602,0.743857,0.784907,0.814718,0.832683,0.816269,0.834144,0.85842
J-136,0.498221,0.730377,0.73137,0.730911,0.727477,0.718728,0.710697,0.722301,0.759471,0.767393,0.760545,0.74275,0.708268,0.668497,0.700082,0.719576,0.744104,0.78429,0.835034,0.88734,0.919047,0.929725,0.88161,0.834522,0.830636
J-137,0.512797,0.827801,0.825501,0.827791,0.834953,0.845554,0.858395,0.869438,0.873414,0.857111,0.832514,0.808056,0.776319,0.731558,0.761398,0.781016,0.804587,0.845568,0.898101,0.952071,0.984842,0.996015,0.941758,0.892531,0.887347
J-138,0.196112,0.385538,0.417297,0.444083,0.466493,0.484724,0.500119,0.519332,0.549227,0.567219,0.581258,0.590138,0.598015,0.605761,0.600809,0.598848,0.61154,0.62864,0.653217,0.676492,0.702792,0.730672,0.761749,0.77446,0.805285
J-139,1.03846,1.2876,1.29413,1.30472,1.3198,1.33884,1.36311,1.40495,1.42848,1.42488,1.41024,1.38977,1.35595,1.30363,1.30316,1.31438,1.33256,1.36938,1.41747,1.46548,1.49254,1.49958,1.46323,1.44006,1.44262
J-14,0.219928,0.314138,0.342932,0.37049,0.396453,0.420476,0.442186,0.459794,0.474593,0.488058,0.500017,0.510028,0.517754,0.524413,0.529249,0.536389,0.545624,0.562043,0.588122,0.622553,0.655276,0.683584,0.688814,0.69514,0.735983
J-140,0.291605,0.465018,0.497215,0.524789,0.548524,0.568593,0.58655,0.611062,0.645248,0.665009,0.680049,0.689318,0.697162,0.7048,0.69984,0.698832,0.712166,0.730979,0.757812,0.783934,0.81111,0.837812,0.858469,0.86551,0.894999
J-141,8.70152,8.61946,8.63319,8.66848,8.72864,8.81058,8.92824,9.17813,9.35847,9.40361,9.41086,9.39164,9.36235,9.32049,9.29523,9.28561,9.30374,9.36277,9.45827,9.56708,9.59328,9.54283,9.11284,8.89591,8.85604
J-142,0.268999,0.2548,0.276244,0.298243,0.321119,0.344735,0.370276,0.406769,0.434343,0.441623,0.440709,0.436171,0.421793,0.391554,0.394019,0.404009,0.421166,0.454818,0.495812,0.53515,0.562113,0.576996,0.589574,0.586971,0.593154
J-143,0.359405,0.591247,0.600793,0.612822,0.627675,0.644908,0.665299,0.696381,0.714078,0.712122,0.701096,0.685197,0.656974,0.615626,0.62939,0.647944,0.668459,0.703602,0.747042,0.789941,0.818397,0.832236,0.820713,0.800491,0.804482
J-145,0.145966,0.0675526,0.114729,0.154525,0.187129,0.213164,0.240559,0.293211,0.346526,0.377002,0.400437,0.416901,0.43092,0.443362,0.446559,0.450616,0.464817,0.487064,0.519235,0.554719,0.583884,0.60584,0.610667,0.618648,0.643583
J-146,0.139142,0.0601186,0.107344,0.147231,0.1798,0.205651,0.232886,0.285441,0.338921,0.369497,0.393034,0.40959,0.423766,0.436323,0.439738,0.443669,0.457852,0.480008,0.512157,0.547776,0.57705,0.599093,0.604012,0.612182,0.636866
J-149,8.91457,8.16209,7.92494,7.94791,8.28802,8.93339,9.9596,12.1063,13.631,14.131,14.3325,14.3278,14.2208,13.9543,13.8472,13.8355,13.9769,14.4413,15.1877,16.0725,16.3178,15.938,12.0154,9.64706,8.77113
J-15,0.692189,0.429199,0.443859,0.466529,0.503696,0.550508,0.615371,0.723802,0.805832,0.846899,0.87448,0.891866,0.900687,0.896806,0.892972,0.888856,0.894802,0.927523,0.978737,1.04154,1.07862,1.08831,0.938405,0.846096,0.811656
J-150,8.13742,7.43259,7.20514,7.2281,7.55656,8.17893,9.16813,11.2375,12.709,13.1928,13.3886,13.3853,13.2829,13.0264,12.9232,12.9119,13.0483,13.4971,14.2187,15.075,15.3136,14.9481,11.1637,8.88208,8.03873
J-151,11.0424,10.0683,9.78179,9.80203,10.1951,10.9443,12.1322,14.602,16.3347,16.8913,17.1081,17.0911,16.9592,16.6472,16.519,16.5014,16.6574,17.1808,18.022,19.0156,19.2837,18.8455,14.3611,11.6162,10.5976
J-152,4.98384,4.53708,4.32278,4.3406,4.64242,5.21475,6.12111,8.01217,9.35773,9.80312,9.98512,9.98423,9.89122,9.6546,9.55737,9.54302,9.66202,10.0744,10.741,11.5376,11.7664,11.4349,7.95674,5.85989,5.08543
J-153,0.233103,0.333257,0.362499,0.390465,0.416801,0.441226,0.463293,0.481331,0.496455,0.510216,0.522444,0.532732,0.540738,0.547611,0.552702,0.560294,0.570281,0.587103,0.613779,0.648408,0.681319,0.709769,0.714731,0.721045,0.761416
J-154,0.331732,0.650093,0.67548,0.699599,0.726138,0.752226,0.790642,0.881975,0.957613,0.992183,1.01356,1.02449,1.02938,1.02149,1.01015,1.00197,1.01283,1.04316,1.09328,1.15457,1.19183,1.20389,1.10756,1.06878,1.06664
J-155,0.332491,0.664885,0.6897,0.713277,0.739448,0.765211,0.80332,0.894533,0.970088,1.00465,1.02602,1.03695,1.04173,1.0335,1.02192,1.01333,1.02403,1.05436,1.10465,1.16632,1.20389,1.2161,1.11919,1.07985,1.0771
J-159,0.491254,0.704238,0.707464,0.711416,0.715665,0.719586,0.722897,0.726214,0.721833,0.707581,0.688325,0.663713,0.630961,0.587465,0.610266,0.639657,0.679163,0.712452,0.749998,0.787971,0.818578,0.840336,0.845984,0.804008,0.809823
J-16,0.460154,0.078753,0.107091,0.139939,0.182584,0.230548,0.290089,0.378597,0.448694,0.488843,0.518988,0.541644,0.558551,0.565845,0.572001,0.575677,0.583864,0.612117,0.653307,0.703559,0.736918,0.75191,0.660799,0.606097,0.593205
J-160,0.542651,0.763605,0.766639,0.770506,0.774823,0.77892,0.782555,0.786617,0.782658,0.768449,0.74916,0.724481,0.691671,0.647204,0.669735,0.699085,0.738929,0.772366,0.810213,0.84853,0.879123,0.90055,0.904148,0.861231,0.866898
J-163,0.798083,0.5522,0.564361,0.586403,0.625419,0.676312,0.747906,0.872005,0.965429,1.00966,1.03795,1.05443,1.06161,1.0548,1.04952,1.04472,1.05103,1.0871,1.14397,1.21379,1.25254,1.25861,1.07668,0.965837,0.9273
J-164,0.827139,0.589586,0.600874,0.622452,0.661673,0.713293,0.786208,0.913507,1.00922,1.0541,1.08251,1.09878,1.10552,1.09797,1.09225,1.08715,1.0933,1.13004,1.18818,1.25964,1.29889,1.30429,1.11527,0.999962,0.959999
J-165,0.114846,0.0448746,0.0887124,0.125889,0.157687,0.184099,0.207849,0.242335,0.285439,0.311145,0.331614,0.345703,0.357852,0.374327,0.377881,0.380924,0.395505,0.41512,0.441877,0.468209,0.495376,0.522126,0.54622,0.554558,0.585232
J-166,0.14678,0.0830037,0.127947,0.165413,0.196615,0.221564,0.242495,0.270351,0.310067,0.335288,0.355998,0.370828,0.383884,0.401992,0.406673,0.410667,0.425289,0.443901,0.468815,0.493152,0.520091,0.548155,0.584051,0.596897,0.629279
J-167,0.0448523,0.283495,0.311966,0.339117,0.363832,0.386395,0.40854,0.442544,0.470598,0.492161,0.510349,0.524911,0.53637,0.542598,0.543955,0.540284,0.540285,0.554887,0.577413,0.605725,0.632684,0.656754,0.685353,0.705789,0.721728
J-168,0.191657,0.370238,0.397787,0.424344,0.448902,0.471286,0.496592,0.533368,0.566151,0.588433,0.605704,0.619425,0.629398,0.634275,0.633948,0.629399,0.628859,0.644358,0.669817,0.703115,0.731673,0.752018,0.759999,0.778804,0.79448
J-169,0.23415,0.448508,0.466016,0.483792,0.501851,0.519902,0.538879,0.565202,0.585402,0.587638,0.592712,0.598872,0.596203,0.580846,0.573424,0.580026,0.599373,0.625279,0.658582,0.69082,0.717834,0.739409,0.772779,0.766523,0.796627
J-17,0.369065,0.350866,0.366834,0.385288,0.406779,0.43073,0.457999,0.498316,0.524529,0.526465,0.517756,0.503783,0.480279,0.4448,0.462681,0.478812,0.500013,0.537572,0.583856,0.629516,0.658544,0.671043,0.646811,0.619749,0.623138
J-170,0.150614,0.0828506,0.127789,0.166084,0.199875,0.228462,0.257745,0.310032,0.364706,0.394876,0.417631,0.432874,0.445614,0.458761,0.46193,0.465474,0.480494,0.503331,0.535792,0.570586,0.599767,0.622272,0.619733,0.616439,0.64028
J-171,0.122851,0.0569763,0.103032,0.14148,0.174193,0.200574,0.22643,0.27158,0.321136,0.349712,0.371932,0.387364,0.400688,0.41483,0.41852,0.422098,0.436605,0.457799,0.487684,0.519456,0.547904,0.571888,0.583715,0.589017,0.615941
J-172,0.220489,0.457759,0.473902,0.490718,0.508326,0.526769,0.547171,0.576115,0.597225,0.603042,0.602629,0.600903,0.589351,0.561515,0.556781,0.560998,0.572738,0.604193,0.644142,0.682682,0.709474,0.724752,0.752395,0.749841,0.756144
J-173,0.187414,0.423945,0.442296,0.460853,0.479653,0.498841,0.519555,0.547787,0.569487,0.577597,0.5805,0.583064,0.576674,0.555691,0.550134,0.551762,0.561138,0.591542,0.630515,0.667898,0.694507,0.710535,0.750411,0.74842,0.755556
J-174,0.0953166,0.343684,0.370901,0.397305,0.422266,0.445996,0.469635,0.505256,0.534982,0.556881,0.575073,0.589456,0.600389,0.60495,0.605654,0.601328,0.601784,0.616956,0.641463,0.67188,0.698965,0.721374,0.743394,0.758003,0.772289
J-175,0.101603,0.353066,0.38025,0.406622,0.431505,0.455104,0.478534,0.51381,0.543397,0.565096,0.583127,0.597367,0.608268,0.613077,0.614101,0.609795,0.610042,0.625078,0.649333,0.679297,0.706343,0.72911,0.750872,0.765409,0.779748
J-176,0.18861,0.380224,0.414068,0.44325,0.468013,0.488774,0.517856,0.579031,0.63074,0.657892,0.676974,0.689034,0.697522,0.697299,0.689447,0.685433,0.695318,0.71859,0.755932,0.799484,0.830407,0.848181,0.811029,0.831606,0.858855
J-177,0.222037,0.338138,0.37465,0.405163,0.429812,0.448441,0.475209,0.528787,0.576055,0.602226,0.621114,0.63362,0.642791,0.643671,0.636582,0.633866,0.643485,0.664537,0.699529,0.740764,0.770912,0.789219,0.773823,0.792259,0.816775
J-178,0.0350651,0.291108,0.319495,0.346398,0.370824,0.393011,0.414068,0.444878,0.47201,0.493237,0.511197,0.525305,0.53646,0.54339,0.545729,0.542864,0.542401,0.555867,0.576884,0.603903,0.630799,0.655831,0.689351,0.707501,0.722681
J-179,0.103056,0.277223,0.310429,0.338884,0.363169,0.383364,0.400662,0.423815,0.457671,0.476799,0.491263,0.499868,0.507246,0.517331,0.513757,0.511882,0.52389,0.541269,0.565666,0.58923,0.615974,0.644587,0.675046,0.68545,0.715205
J-18,0.320691,0.303753,0.322062,0.341836,0.36356,0.386855,0.412688,0.450637,0.476695,0.48047,0.474978,0.46398,0.442054,0.407944,0.422254,0.440053,0.461017,0.496472,0.539354,0.581044,0.609075,0.623408,0.617128,0.600474,0.605425
J-180,0.12684,0.291284,0.32572,0.354882,0.379248,0.399118,0.415202,0.435114,0.465689,0.484619,0.499854,0.510294,0.51665,0.531913,0.532202,0.532412,0.544086,0.560406,0.582523,0.602733,0.629521,0.661184,0.702198,0.714105,0.742791
J-181,0.0423023,0.31266,0.339269,0.365351,0.389476,0.411827,0.433719,0.466829,0.495414,0.516588,0.534037,0.547354,0.557668,0.563248,0.565064,0.562028,0.561263,0.574932,0.596462,0.624318,0.651502,0.676206,0.705498,0.721539,0.736154
J-182,0.429952,0.62841,0.632284,0.63648,0.64054,0.643792,0.645884,0.646395,0.640048,0.625188,0.605744,0.581152,0.548479,0.507174,0.530411,0.559861,0.598516,0.631125,0.667455,0.704006,0.734266,0.756756,0.768918,0.730267,0.737091
J-183,0.43374,0.631772,0.635497,0.639555,0.643478,0.646617,0.648572,0.648977,0.642437,0.627284,0.607508,0.582527,0.549382,0.507824,0.530891,0.560313,0.598958,0.631586,0.667909,0.704464,0.734747,0.75725,0.769176,0.730718,0.738016
J-184,0.29404,0.311363,0.345799,0.378625,0.401594,0.416648,0.448059,0.500475,0.545009,0.569993,0.587075,0.599529,0.608918,0.610182,0.606019,0.598837,0.60301,0.624575,0.658114,0.694173,0.723111,0.743274,0.741958,0.781043,0.802335
J-185,0.234227,0.304455,0.333638,0.362073,0.385997,0.407469,0.444639,0.488305,0.52756,0.552414,0.571773,0.586996,0.596642,0.598459,0.597698,0.595003,0.598817,0.617156,0.644571,0.67956,0.708527,0.728785,0.704653,0.738158,0.757716
J-186,0.182951,0.378424,0.403745,0.426008,0.445404,0.461977,0.476784,0.495952,0.520528,0.532778,0.540795,0.543991,0.545444,0.545247,0.535116,0.532634,0.549159,0.568017,0.59466,0.617655,0.643055,0.670817,0.706667,0.722932,0.760096
J-187,0.220377,0.410909,0.434732,0.455764,0.474161,0.489961,0.504306,0.523788,0.548464,0.560449,0.568085,0.570864,0.57169,0.569844,0.558651,0.556145,0.573262,0.593459,0.622498,0.648474,0.674897,0.701702,0.727791,0.743554,0.781246
J-188,0.112032,0.417244,0.44197,0.466698,0.490462,0.513377,0.537103,0.574583,0.606539,0.628513,0.645936,0.658674,0.668118,0.672169,0.672925,0.669154,0.667458,0.681937,0.705442,0.73597,0.764067,0.787843,0.805653,0.81496,0.826892
J-189,0.106218,0.415679,0.440287,0.464851,0.488474,0.511269,0.534896,0.572228,0.604144,0.626137,0.643573,0.65632,0.665768,0.6698,0.670502,0.666678,0.664847,0.679295,0.7028,0.733384,0.761576,0.785455,0.803334,0.812577,0.824399
J-19,0.327605,0.262952,0.303988,0.339452,0.370692,0.397824,0.423022,0.459732,0.504277,0.529327,0.548513,0.560962,0.57105,0.586369,0.588457,0.591471,0.606413,0.626822,0.654551,0.681272,0.707844,0.733081,0.746768,0.748569,0.777991
J-190,0.0957057,0.384439,0.409783,0.435133,0.459338,0.482499,0.506223,0.543577,0.575328,0.59735,0.614893,0.627823,0.637509,0.641954,0.643076,0.639609,0.638461,0.652973,0.67625,0.706367,0.734208,0.757975,0.777256,0.787581,0.800043
J-191,0.121937,0.0562776,0.102155,0.140503,0.17318,0.199597,0.225299,0.269772,0.318863,0.347226,0.369299,0.38462,0.397825,0.4121,0.415731,0.419335,0.433849,0.454974,0.484619,0.516006,0.544339,0.568489,0.581138,0.586547,0.613731
J-192,0.10343,0.282406,0.315484,0.34378,0.367833,0.387794,0.404902,0.427614,0.461311,0.480361,0.494815,0.503489,0.511019,0.520592,0.51656,0.51428,0.526507,0.54397,0.568652,0.592472,0.619265,0.647764,0.67758,0.687989,0.717978
J-193,0.0994175,0.454354,0.477775,0.500494,0.52269,0.544266,0.566879,0.60287,0.634245,0.656076,0.673371,0.685947,0.695136,0.698717,0.69867,0.694037,0.69078,0.704869,0.728428,0.759554,0.788512,0.813155,0.831066,0.839434,0.850206
J-194,0.101681,0.487458,0.509947,0.531584,0.552796,0.573608,0.595437,0.630562,0.661583,0.683302,0.700514,0.71294,0.72194,0.725271,0.724664,0.719442,0.715262,0.729142,0.752766,0.784283,0.813781,0.83891,0.856822,0.86456,0.874597
J-195,0.196602,0.159677,0.188493,0.216203,0.242909,0.268659,0.294779,0.329616,0.360101,0.373437,0.383747,0.394347,0.397918,0.39224,0.392986,0.401602,0.418957,0.446462,0.479902,0.511647,0.538392,0.560082,0.610149,0.606991,0.631259
J-196,0.195129,0.162151,0.190995,0.218783,0.245595,0.271505,0.297904,0.33301,0.363505,0.377171,0.386593,0.396043,0.398146,0.390865,0.390582,0.397057,0.412492,0.44091,0.475789,0.509,0.535606,0.555715,0.603313,0.601117,0.622037
J-197,0.990428,1.14266,1.16665,1.19407,1.22213,1.25243,1.29501,1.35698,1.40143,1.42536,1.44241,1.4556,1.46247,1.46206,1.45925,1.4552,1.4575,1.4774,1.50902,1.54726,1.57413,1.58931,1.54133,1.53059,1.53843
J-198,0.833583,0.999711,1.02376,1.0508,1.07837,1.10774,1.14967,1.2105,1.25459,1.27877,1.2962,1.30997,1.31735,1.31744,1.31493,1.31102,1.31295,1.33257,1.36392,1.40211,1.42954,1.44572,1.40038,1.38973,1.39715
J-199,0.165415,0.0969245,0.141422,0.179732,0.214053,0.243699,0.274767,0.330918,0.388342,0.419381,0.442456,0.457642,0.470102,0.482717,0.485607,0.489197,0.504474,0.528192,0.56204,0.598466,0.628051,0.649744,0.639822,0.632245,0.654631
J-2,0.235692,0.164239,0.20698,0.245212,0.281443,0.314875,0.352048,0.421618,0.489101,0.523401,0.54772,0.562723,0.574477,0.585232,0.587624,0.590861,0.607047,0.633666,0.672538,0.715066,0.746228,0.765056,0.728199,0.705673,0.722293
J-20,0.310815,0.246727,0.287805,0.323255,0.354296,0.381073,0.405671,0.440914,0.484856,0.509802,0.529043,0.541608,0.552178,0.567711,0.570245,0.572813,0.58771,0.607672,0.635163,0.661652,0.688265,0.713805,0.729281,0.732871,0.762315
J-200,0.173243,0.329869,0.364727,0.39498,0.422637,0.44697,0.473503,0.524288,0.575242,0.601687,0.620401,0.631686,0.640072,0.644424,0.639493,0.639391,0.652854,0.676155,0.710268,0.747409,0.777172,0.798406,0.784152,0.773842,0.794469
J-201,0.0981039,0.394445,0.411775,0.431264,0.452461,0.475409,0.501823,0.53642,0.562992,0.578887,0.58955,0.596673,0.598463,0.589666,0.578148,0.566648,0.566801,0.588212,0.61951,0.65537,0.682189,0.699502,0.727626,0.746148,0.760754
J-202,0.241073,0.336553,0.371009,0.400226,0.424333,0.443047,0.464561,0.513177,0.548978,0.572345,0.590834,0.603928,0.612873,0.613785,0.610014,0.605444,0.608894,0.627154,0.655811,0.689461,0.717064,0.737827,0.764697,0.82786,0.853092
